time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.311717,0.005306,0.028869,0.099668,0.000000,0.001371,0.004026,0.004026,0.008219,0.008887,0.010875,0.006006,0.006055,0.043025,0.078383,0.067754,0.036803,0.018445,0.217952,0.504889,0.056464,0.150803,0.041682,0.012555,0.022176,0.077933,0.013824,0.059303,0.057048,0.031110,0.053188,0.046080,0.020592,0.012845,0.022340,0.015003,0.028130,0,0,0,0,0,0
0.023220,0.461651,0.004102,0.037392,0.173539,0.000000,0.000084,0.003558,0.003558,0.011430,0.001881,0.017778,0.019665,0.004973,0.034351,0.110191,0.082476,0.191626,0.052033,0.100927,0.754728,0.050596,0.201462,0.080652,0.026497,0.032544,0.241793,0.034671,0.181191,0.131259,0.110581,0.079947,0.155377,0.059013,0.041695,0.051913,0.040711,0.067695,0,0,0,0,0,0
0.046440,0.518803,0.002001,0.136192,0.206862,0.000000,0.000057,0.001743,0.001743,0.002133,0.004327,0.026694,0.049686,0.087336,0.031149,0.486096,0.142499,0.357964,0.137320,0.166167,0.243079,0.112386,0.347480,0.143539,0.082093,0.068175,0.346226,0.131400,0.357003,0.237244,0.280496,0.109802,0.225764,0.247161,0.199043,0.251075,0.200592,0.329042,0,0,0,0,0,0
0.069660,0.495899,0.002276,0.182768,0.192031,0.000276,0.000230,0.000988,0.000988,0.001902,0.007275,0.050749,0.027356,0.273087,0.124228,0.438422,0.278765,0.375104,0.143219,0.171561,0.083584,0.076318,0.335981,0.214889,0.154340,0.087114,0.221380,0.152257,0.336537,0.257911,0.272357,0.202224,0.427060,0.380569,0.324864,0.407767,0.353126,0.511873,0,0,0,0,0,0
0.092880,0.487124,0.010867,0.050248,0.158148,0.008590,0.000517,0.001166,0.001166,0.009724,0.041760,0.052717,0.022351,0.082999,0.060815,0.032356,0.050794,0.279806,0.038770,0.121922,0.087868,0.076650,0.264241,0.160310,0.172675,0.078570,0.119484,0.138678,0.284917,0.198091,0.233991,0.239266,0.459359,0.246563,0.171793,0.240206,0.184573,0.246291,0,0,0,0,0,0
0.116100,0.397759,0.010028,0.007006,0.155495,0.000000,0.000867,0.007322,0.007322,0.023812,0.010815,0.011192,0.007112,0.004396,0.011200,0.001131,0.021194,0.112769,0.034943,0.093642,0.165191,0.061822,0.213170,0.129465,0.107168,0.040545,0.117785,0.135844,0.223351,0.360607,0.181376,0.268612,0.325783,0.167713,0.087477,0.087762,0.065019,0.095054,0,0,0,0,0,0
0.139320,0.413949,0.006823,0.010309,0.166097,0.000000,0.001349,0.009297,0.009297,0.010605,0.003567,0.000603,0.004017,0.014643,0.021099,0.011185,0.033453,0.124233,0.110765,0.100315,0.151388,0.098877,0.187384,0.088512,0.100106,0.067538,0.148378,0.138772,0.320706,0.359308,0.307206,0.261991,0.281145,0.160472,0.058883,0.039661,0.043131,0.055885,0,0,0,0,0,0
0.162540,0.447013,0.001641,0.077106,0.196791,0.000000,0.000039,0.002886,0.002886,0.001933,0.000459,0.029848,0.062588,0.080271,0.144054,0.068770,0.114725,0.546800,0.153614,0.093038,0.151119,0.237056,0.210526,0.088602,0.134010,0.078617,0.196981,0.193263,0.398079,0.279653,0.363312,0.355340,0.324209,0.174889,0.046131,0.034476,0.038789,0.041011,0,0,0,0,0,0
0.185760,0.457189,0.010802,0.123761,0.152595,0.009161,0.000170,0.001764,0.001764,0.006947,0.043364,0.141439,0.155539,0.202887,0.073203,0.045738,0.038657,0.584636,0.024015,0.125735,0.216798,0.126191,0.148625,0.130319,0.110963,0.072170,0.179368,0.142513,0.220594,0.178408,0.237869,0.361634,0.331937,0.199920,0.050958,0.049567,0.028885,0.030086,0,0,0,0,0,0
0.208980,0.462961,0.021685,0.080071,0.119207,0.010883,0.000791,0.006593,0.006593,0.025410,0.069041,0.116605,0.026625,0.196582,0.025944,0.034597,0.014646,0.339562,0.003883,0.110001,0.115882,0.119762,0.140823,0.132945,0.134759,0.066553,0.166244,0.068295,0.094054,0.152753,0.224352,0.313850,0.374493,0.216334,0.057814,0.045848,0.021850,0.024029,0,0,0,0,0,0
