time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.321681,0.004513,0.002251,0.008166,0.000000,0.006068,0.004049,0.004049,0.006697,0.001702,0.000318,0.000230,0.004392,0.002501,0.003813,0.024769,0.028614,0.006718,0.006752,0.005672,0.005120,0.000716,0.005567,0.016518,0.018231,0.009332,0.002279,0.008736,0.009493,0.013628,0.024640,0.040756,0.046882,0.041410,0.031561,0.025778,0.024562,0,0,0,0,0,0
0.023220,0.789457,0.004596,0.050934,0.100548,0.000084,0.003026,0.000578,0.000578,0.017838,0.000962,0.000921,0.006061,0.039640,0.052391,0.155658,0.214243,0.120678,0.128715,0.144629,0.204588,0.046071,0.014906,0.112445,0.207041,0.040900,0.070829,0.062990,0.087585,0.158127,0.145241,0.252930,0.161598,0.132556,0.138795,0.148553,0.121889,0.101840,0,0,0,0,0,0
0.046440,0.960121,0.021517,0.558429,0.236661,0.016921,0.005227,0.010383,0.010383,0.048079,0.033513,0.025786,0.094222,0.741314,0.930822,1.000000,0.465928,0.457105,0.356845,0.401291,0.550042,0.189754,0.033112,0.271662,0.533993,0.079466,0.167230,0.112202,0.146093,0.283059,0.248576,0.431704,0.199224,0.167343,0.187920,0.196724,0.192335,0.143094,0,0,0,0,0,0
0.069660,0.990673,0.190699,0.792155,0.092895,0.169182,0.007197,0.004324,0.004324,0.270966,0.666685,0.811559,0.912775,0.908108,0.818689,0.509643,0.113855,0.606606,0.264888,0.315207,0.237889,0.132206,0.028625,0.057740,0.153122,0.058610,0.129222,0.028406,0.028540,0.074594,0.054295,0.093471,0.066110,0.066860,0.070782,0.059126,0.069461,0.056599,1,1,0,1,0,0
0.092880,0.976969,0.418826,0.323610,0.039352,0.228127,0.119343,0.057933,0.057933,0.859525,0.999399,0.761797,0.623894,0.117899,0.036438,0.078023,0.080356,0.316597,0.184748,0.123457,0.043915,0.038860,0.036980,0.011110,0.063063,0.041562,0.100935,0.011384,0.017224,0.028484,0.031539,0.025076,0.049752,0.047767,0.062915,0.045459,0.037867,0.038575,0,0,1,0,1,1
0.116100,0.697491,0.443860,0.039442,0.043689,0.025033,0.182898,0.533146,0.533146,0.849790,0.120318,0.050666,0.043153,0.043946,0.007226,0.052221,0.116317,0.163428,0.057838,0.089484,0.062437,0.028720,0.055770,0.014490,0.094634,0.046015,0.056080,0.021846,0.029282,0.027618,0.031306,0.033883,0.089565,0.071607,0.080799,0.063787,0.075887,0.059971,0,0,0,0,0,0
0.139320,0.509547,0.579935,0.029738,0.087581,0.136075,0.484010,0.982364,0.982364,0.432012,0.018925,0.070048,0.012470,0.029137,0.007524,0.029510,0.138369,0.138231,0.032260,0.061085,0.170874,0.041141,0.082749,0.027945,0.105110,0.056820,0.084131,0.054051,0.060012,0.192981,0.126995,0.095113,0.121237,0.105088,0.091091,0.110215,0.106243,0.099106,0,0,0,0,0,0
0.162540,0.485782,0.362738,0.038342,0.167148,0.000000,1.000000,0.352836,0.352836,0.099507,0.008511,0.060124,0.009067,0.018719,0.016785,0.087013,0.061347,0.161139,0.024136,0.067763,0.276076,0.070680,0.092544,0.133843,0.240883,0.127762,0.130412,0.029193,0.120346,0.449745,0.683347,0.356145,0.228175,0.148849,0.178413,0.235809,0.177936,0.186406,0,0,0,0,0,0
0.185760,0.487415,0.195444,0.025658,0.149322,0.000000,0.679817,0.096988,0.096988,0.061884,0.041541,0.035087,0.002541,0.037705,0.012778,0.040179,0.128881,0.215839,0.096058,0.141543,0.323504,0.055781,0.084111,0.070436,0.346547,0.126172,0.099632,0.027965,0.077408,0.281659,0.743098,0.582227,0.287328,0.121130,0.124475,0.142308,0.124864,0.124150,0,0,0,0,0,0
0.208980,0.503248,0.083079,0.030623,0.120756,0.000000,0.267654,0.051302,0.051302,0.043868,0.001270,0.020621,0.002481,0.067419,0.020262,0.042331,0.162149,0.198928,0.225734,0.142631,0.234222,0.055080,0.044646,0.017979,0.469836,0.090828,0.119350,0.022305,0.023085,0.130231,0.268160,0.363704,0.257742,0.064553,0.055912,0.076645,0.057874,0.056453,0,0,0,0,0,0
