time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.107895,0.000000,0.000646,0.049739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000006,0.000018,0.000104,0.000338,0.002767,0.008579,0.024345,0.095627,0.124989,0.096876,0.066979,0.069233,0.052536,0.014783,0.006445,0.008860,0.129059,0.049441,0.003178,0.010908,0.006538,0.009791,0.008408,0.030940,0.015327,0.011229,0.006089,0,0,0,0,0,0
0.023220,0.121397,0.000000,0.001058,0.072755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000009,0.000020,0.000287,0.000431,0.004545,0.008065,0.025844,0.086071,0.132691,0.059521,0.047073,0.066757,0.122985,0.011059,0.003654,0.012976,0.260231,0.138561,0.004734,0.033592,0.010518,0.023605,0.021129,0.074590,0.048772,0.027965,0.013150,0,0,0,0,0,0
0.046440,0.279480,0.000000,0.000514,0.164624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000011,0.000164,0.000282,0.002107,0.003217,0.009808,0.029861,0.085993,0.099096,0.116038,0.115261,0.227576,0.116343,0.099245,0.160432,0.373465,0.234817,0.103969,0.113578,0.062304,0.084789,0.129466,0.184719,0.102437,0.046608,0.020916,0,0,0,0,0,0
0.069660,0.271409,0.000000,0.000713,0.689151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000009,0.000062,0.000709,0.002784,0.017802,0.079999,0.371675,0.524079,1.000000,0.924201,0.629345,0.697657,0.624985,0.481622,0.706238,0.796301,0.600875,0.430280,0.331325,0.214997,0.223009,0.442686,0.382520,0.158765,0.076362,0.038451,0,0,0,0,0,0
0.092880,0.270894,0.000001,0.002017,0.297899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000012,0.000045,0.000465,0.002126,0.007434,0.033595,0.097551,0.371866,0.365050,0.655742,0.499387,0.267958,0.293265,0.219290,0.153089,0.214750,0.228783,0.279146,0.167583,0.249437,0.103934,0.102531,0.162673,0.208905,0.051584,0.036684,0.017414,0,0,0,0,0,0
0.116100,0.271285,0.000002,0.000428,0.056204,0.000002,0.000000,0.000000,0.000000,0.000002,0.000010,0.000022,0.000052,0.000177,0.000588,0.001299,0.003577,0.005432,0.011698,0.012470,0.020006,0.003238,0.024582,0.189271,0.005303,0.003905,0.007458,0.094866,0.166390,0.047019,0.214797,0.065285,0.037647,0.072722,0.164830,0.015061,0.019820,0.011305,0,0,0,0,0,0
0.139320,0.110779,0.000001,0.000016,0.064725,0.000000,0.000000,0.000000,0.000000,0.000003,0.000004,0.000004,0.000002,0.000001,0.000012,0.000060,0.000112,0.000391,0.000517,0.003046,0.005103,0.001859,0.011120,0.294471,0.003596,0.002957,0.009404,0.123166,0.151431,0.044142,0.095880,0.045656,0.024945,0.051795,0.108165,0.016037,0.017920,0.012276,0,0,0,0,0,0
0.162540,0.107545,0.000000,0.000018,0.047043,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000004,0.000020,0.000067,0.000123,0.000411,0.001594,0.003139,0.004685,0.011992,0.011392,0.171009,0.005218,0.004458,0.006183,0.085327,0.136995,0.033177,0.072573,0.027481,0.027799,0.030062,0.084510,0.019977,0.016649,0.011094,0,0,0,0,0,0
0.185760,0.098245,0.000000,0.000043,0.033937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000025,0.000023,0.000165,0.000436,0.001657,0.006531,0.009350,0.017371,0.023140,0.009654,0.068980,0.005386,0.004927,0.008486,0.067126,0.116059,0.018239,0.061548,0.025491,0.040133,0.023381,0.078687,0.016300,0.016938,0.011543,0,0,0,0,0,0
0.208980,0.097952,0.000000,0.000090,0.036062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000038,0.000024,0.000386,0.000519,0.002954,0.008939,0.022032,0.015051,0.012363,0.013334,0.124904,0.005862,0.003061,0.013956,0.082881,0.076484,0.012720,0.035063,0.023244,0.043874,0.021480,0.071755,0.011006,0.022155,0.009861,0,0,0,0,0,0
0.232200,0.118548,0.000000,0.000120,0.044465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000032,0.000032,0.000535,0.000562,0.003293,0.010204,0.021980,0.009838,0.008430,0.011173,0.194927,0.003929,0.004007,0.016436,0.081638,0.102850,0.011418,0.034659,0.017023,0.043792,0.022921,0.060210,0.010943,0.016604,0.009860,0,0,0,0,0,0
0.255420,0.175960,0.000000,0.000133,0.078817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000003,0.000028,0.000056,0.000575,0.001012,0.003227,0.015808,0.028954,0.017945,0.015299,0.013601,0.465713,0.004877,0.004270,0.013372,0.059287,0.174271,0.019533,0.041930,0.017759,0.039840,0.023118,0.075748,0.016020,0.014169,0.009056,0,0,0,0,0,0
