time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.106889,0.000000,0.000155,0.050691,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000004,0.000027,0.000058,0.000012,0.000672,0.003938,0.000520,0.001254,0.003440,0.007253,0.000445,0.000878,0.005736,0.004509,0.037982,0.027923,0.100312,0.117068,0.204803,0.137574,0.153103,0.184167,0.114494,0.111101,0.176080,0.120419,0.125093,0,0,0,0,0,0
0.023220,0.265998,0.000004,0.012611,0.173639,0.000003,0.000004,0.000000,0.000000,0.000001,0.000013,0.000145,0.000845,0.006669,0.015290,0.040109,0.046154,0.020709,0.058731,0.017408,0.047760,0.032782,0.024121,0.029092,0.091396,0.134291,0.085671,0.269616,0.384193,0.637471,0.514023,0.487470,0.562686,0.307436,0.338401,0.444339,0.304988,0.315889,0,0,0,0,0,0
0.046440,0.312304,0.000367,0.158871,0.258039,0.000363,0.000018,0.000016,0.000016,0.000250,0.001534,0.002672,0.012892,0.173663,0.256011,0.349117,0.084326,0.065616,0.168296,0.079598,0.149319,0.062578,0.051906,0.098651,0.187301,0.238274,0.224006,0.290631,0.427344,0.850382,0.650411,0.914503,0.515901,0.308951,0.344349,0.357853,0.256075,0.247485,0,0,0,0,0,0
0.069660,0.321521,0.005245,0.161390,0.099685,0.004878,0.000073,0.000031,0.000031,0.002811,0.023278,0.057114,0.116621,0.253447,0.212335,0.167433,0.075277,0.037712,0.046190,0.074071,0.080040,0.009218,0.017344,0.040203,0.026099,0.047491,0.081912,0.105113,0.220571,0.368861,0.298663,0.355482,0.264016,0.269913,0.170564,0.153978,0.142811,0.122286,0,0,0,0,0,0
0.092880,0.314602,0.010730,0.042426,0.058719,0.005485,0.000122,0.000858,0.000858,0.012743,0.039068,0.049731,0.081955,0.061350,0.007809,0.011283,0.046940,0.012184,0.004587,0.023750,0.034895,0.000449,0.001333,0.002548,0.003456,0.009191,0.025381,0.088020,0.166503,0.255410,0.291717,0.191847,0.262922,0.280170,0.181459,0.142615,0.207467,0.148043,0,0,0,0,0,0
0.116100,0.208560,0.004638,0.008560,0.054335,0.000000,0.000040,0.002074,0.002074,0.013307,0.005693,0.001496,0.006623,0.027489,0.001266,0.005927,0.011685,0.000412,0.000327,0.002050,0.019498,0.000153,0.000298,0.001594,0.004074,0.009997,0.039399,0.090188,0.137633,0.240520,0.435977,0.214446,0.347117,0.389350,0.327420,0.303878,0.296654,0.271532,0,0,0,0,0,0
0.139320,0.148112,0.002043,0.003373,0.068013,0.000000,0.000361,0.003102,0.003102,0.003556,0.000094,0.002761,0.001279,0.010534,0.001130,0.001161,0.005191,0.000384,0.000771,0.005279,0.018982,0.000649,0.002774,0.005840,0.009772,0.039333,0.060648,0.134368,0.157992,0.249777,0.414793,0.240971,0.379537,0.430002,0.350916,0.424062,0.291496,0.399056,0,0,0,0,0,0
0.162540,0.142327,0.000757,0.004759,0.117639,0.000000,0.000793,0.001154,0.001154,0.000426,0.000259,0.001541,0.001037,0.004686,0.006090,0.010440,0.009435,0.000243,0.000679,0.027480,0.051643,0.002320,0.015844,0.039272,0.032325,0.108736,0.101548,0.120021,0.246547,0.458130,0.310579,0.405063,0.550634,0.499105,0.372887,0.464817,0.314279,0.594534,0,0,0,0,0,0
0.185760,0.144364,0.000253,0.009148,0.088073,0.000000,0.000540,0.000265,0.000265,0.000038,0.000158,0.000501,0.000452,0.024256,0.009441,0.011091,0.045501,0.000345,0.000264,0.029429,0.081876,0.001105,0.008480,0.020955,0.012339,0.072923,0.071293,0.066841,0.180474,0.364447,0.239179,0.314745,0.559803,0.538382,0.335779,0.319525,0.312224,0.468028,0,0,0,0,0,0
0.208980,0.146314,0.000163,0.008532,0.082998,0.000000,0.000339,0.000201,0.000201,0.000020,0.000057,0.000256,0.000140,0.033521,0.002623,0.006120,0.049484,0.001064,0.000346,0.004992,0.058444,0.000473,0.001328,0.001524,0.002818,0.049676,0.053941,0.109720,0.207937,0.344115,0.304324,0.278961,0.623128,0.503177,0.368982,0.454616,0.406985,0.518847,0,0,0,0,0,0
