frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,ts_epoch,ts_rel
0.001221,0.003265,0.004211,0.02681,0.039978,0.021255,0.006851,0.010864,0.196976,0.039612,0.018234,0.005692,0.040268,0.065353,0.006622,0.014755,0.039108,0.124512,0.025635,0.026962,0.143631,0.011566,0.042633,0.12738,0.065903,0.034393,0.072952,0.046005,0.035141,0.032593,0.020752,0.047791,0.103851,0.015091,0.055099,0.056274,0.736404,0.530945,1,0.002182,1.267319,1.246872,1,1,1,0,0,0,1.564941,0.992142,1774288128.1142876,20.68639349937439
0.004028,0.003281,0.021194,0.039719,0.044037,0.057953,0.09198,0.14621,0.206039,0.071243,0.056335,0.016846,0.038101,0.05455,0.010376,0.025467,0.043457,0.060699,0.016312,0.033096,0.093597,0.01149,0.026993,0.068939,0.093582,0.027557,0.031906,0.032028,0.041992,0.0327,0.014893,0.027985,0.097427,0.022446,0.114685,0.039032,1,1,0.717117,0,2.788712,3.507401,1,0,1,1,0,0,1.564941,0.992142,1774288128.1794932,20.751599073410034
0.002396,0.005707,0.009079,0.051636,0.02829,0.035309,0.084412,0.14183,0.148407,0.021164,0.009766,0.02298,0.045151,0.079437,0.016907,0.015411,0.023438,0.054703,0.014038,0.032639,0.059662,0.01091,0.080444,0.068497,0.072174,0.023026,0.057266,0.043777,0.031189,0.0392,0.025192,0.026611,0.093918,0.019409,0.086212,0.037659,0.778458,0.794312,0.731689,0.00238,2.149353,2.800308,1,0,1,1,0,1,1.564941,0.96965,1774288128.241139,20.813244819641113
0.006378,0.008347,0.021851,0.033875,0.026733,0.032898,0.026001,0.020233,0.134048,0.053818,0.030563,0.012558,0.057526,0.114349,0.01207,0.023468,0.032425,0.095413,0.016052,0.027344,0.07428,0.007706,0.035172,0.144684,0.119583,0.055908,0.056122,0.033508,0.031082,0.02803,0.019073,0.033752,0.088196,0.019424,0.053391,0.04686,0.632065,0.515381,0.955795,0.001877,1.200485,1.552811,1,1,1,1,0,0,0.893112,0.96965,1774288128.3369076,20.909013509750366
0.009415,0.010925,0.00795,0.017685,0.033936,0.090759,0.169922,0.116425,0.062088,0.021103,0.04982,0.013809,0.047974,0.064758,0.00795,0.023026,0.03775,0.099243,0.012939,0.036667,0.063889,0.007141,0.049957,0.044769,0.089539,0.050995,0.035507,0.034973,0.033768,0.046432,0.02037,0.021194,0.092087,0.015976,0.092056,0.03833,0.547012,0.60408,0.820099,0.001709,1.403549,2.814133,1,1,1,1,0,0,0.893112,0.96965,1774288128.4080873,20.98019313812256
0.005188,0.001221,0.010574,0.015884,0.005341,0.014618,0.027344,0.035919,0.044693,0.024246,0.059906,0.006622,0.026108,0.08139,0.007996,0.025101,0.028091,0.126282,0.02742,0.022568,0.118027,0.011292,0.057434,0.090042,0.053787,0.035477,0.044754,0.042023,0.035339,0.033844,0.026642,0.025757,0.085968,0.007629,0.029358,0.051422,0.272919,0.200592,1,0.000885,0.473557,0.719772,1,1,1,0,0,0,0.893112,0.96965,1774288128.4860003,21.058106184005737
0.01001,0.009384,0.015701,0.026718,0.017899,0.032272,0.068863,0.031662,0.03511,0.036118,0.113571,0.009338,0.037521,0.041214,0.00351,0.018768,0.038467,0.077591,0.014175,0.022705,0.113007,0.007523,0.067123,0.046539,0.104721,0.027176,0.039307,0.065552,0.040817,0.034912,0.017349,0.041382,0.09407,0.01593,0.040802,0.040939,0.608734,0.29631,0.84877,0.00177,1.066284,1.384888,1,1,1,1,0,0,0,0.995255,1774288128.5878787,21.159984588623047
0.013657,0.005447,0.011932,0.04744,0.053299,0.025345,0.066483,0.052979,0.106964,0.018066,0.14537,0.01709,0.079163,0.092621,0.006882,0.020248,0.036926,0.06723,0.006271,0.027954,0.085251,0.013977,0.063004,0.068359,0.096298,0.036911,0.041885,0.043167,0.045334,0.043396,0.0392,0.031219,0.099533,0.026352,0.053955,0.039597,1,0.416489,0.873734,0,1.621124,2.025757,1,0,1,1,0,0,0,0.995255,1774288128.6517925,21.22389841079712
0.005341,0.006226,0.022507,0.035049,0.073242,0.067413,0.253967,0.185242,0.152649,0.100891,0.095795,0.024261,0.012329,0.087982,0.006104,0.012741,0.031647,0.03717,0.013672,0.024628,0.043167,0.010712,0.070648,0.078217,0.069092,0.044434,0.053772,0.051361,0.044159,0.043472,0.013336,0.034637,0.108673,0.028473,0.152023,0.032867,1,1,0.740707,0,2.699905,5.479157,1,0,1,1,0,0,1.158768,0.995255,1774288128.7498913,21.32199716567993
0.003662,0.003693,0.013016,0.040115,0.051254,0.041245,0.279388,0.2798,0.174026,0.048782,0.081299,0.010971,0.051544,0.063553,0.026581,0.037354,0.018219,0.09256,0.019882,0.027145,0.084473,0.012695,0.043503,0.039642,0.075745,0.039322,0.041016,0.065567,0.044739,0.048477,0.037231,0.045227,0.13411,0.022339,0.164642,0.040192,0.778717,1,0.940033,0.00206,1.89209,4.643936,1,0,1,1,0,1,1.158768,0.999939,1774288129.088014,21.660119771957397
0.010025,0.012238,0.007919,0.027817,0.044815,0.067825,0.105209,0.104721,0.091217,0.043243,0.069168,0.015884,0.065491,0.131134,0.007965,0.011246,0.02243,0.111069,0.070007,0.009644,0.047546,0.010971,0.030701,0.129974,0.10051,0.04921,0.045715,0.065903,0.031754,0.037903,0.030655,0.038086,0.105087,0.020554,0.082443,0.045151,0.745834,0.515396,1,0.002472,1.2612,2.27858,1,1,1,1,0,0,0,0.999939,1774288129.1737041,21.74581003189087
0.008118,0.009674,0.030334,0.043091,0.058716,0.054489,0.061493,0.219086,0.112366,0.088242,0.044388,0.026825,0.070801,0.144119,0.009842,0.048035,0.022629,0.058182,0.042999,0.02037,0.045654,0.02243,0.021805,0.041382,0.130493,0.085999,0.036697,0.098251,0.045654,0.04184,0.040771,0.059479,0.132553,0.029984,0.107132,0.033325,1,0.699371,0.746918,0,2.275009,4.105927,1,0,1,1,0,0,1.82843,0.999939,1774288129.2362518,21.80835771560669
0.008743,0.008423,0.02356,0.049026,0.042068,0.040604,0.036087,0.042526,0.291306,0.030563,0.034225,0.011047,0.018677,0.071884,0.014694,0.022247,0.012497,0.062912,0.047028,0.020569,0.074142,0.012253,0.062988,0.079758,0.065598,0.035721,0.050369,0.062454,0.05835,0.032104,0.032455,0.037155,0.121628,0.026352,0.088211,0.040909,0.802506,0.599869,0.729919,0,1.921143,2.796417,1,0,1,1,0,0,1.82843,0.999939,1774288129.3078935,21.87999939918518
0.009003,0.006744,0.015411,0.033554,0.058426,0.095261,0.124649,0.1548,0.112228,0.072021,0.054398,0.010193,0.057358,0.093765,0.018555,0.018662,0.02562,0.058044,0.034821,0.025253,0.064407,0.02034,0.167633,0.115463,0.071335,0.048019,0.061401,0.09433,0.065613,0.061798,0.033096,0.048279,0.125092,0.024628,0.111786,0.054871,0.793503,0.685303,1,0.002335,1.47876,2.483612,1,0,1,1,0,0,1.82843,0.999939,1774288129.3743002,21.94640612602234
0.005692,0.008102,0.01741,0.029892,0.051544,0.029129,0.050552,0.211517,0.296982,0.038086,0.041061,0.031952,0.041122,0.058746,0.015137,0.020081,0.020081,0.083908,0.031097,0.014526,0.049316,0.022964,0.068832,0.115677,0.070038,0.089005,0.059036,0.057434,0.055359,0.047562,0.025391,0.034607,0.124588,0.022522,0.125244,0.044159,0.755753,0.797501,0.834473,0.233826,1.861252,3.34137,1,0,1,1,0,0,1.82843,0.999939,1774288129.4640355,22.036141395568848
0.005173,0.012268,0.042633,0.102188,0.061813,0.11998,0.16304,0.098846,0.288223,0.059906,0.072601,0.029678,0.04744,0.076508,0.015442,0.017944,0.02124,0.06926,0.055099,0.008865,0.026733,0.011566,0.069748,0.117569,0.135956,0.048157,0.056976,0.080154,0.08165,0.056335,0.024658,0.045425,0.135666,0.044815,0.145996,0.041336,1,0.764145,0.813995,0,2.16713,4.608093,1,0,1,1,0,0,0.952576,0.969482,1774288129.5272489,22.09935474395752
0.007996,0.010834,0.013916,0.030579,0.025162,0.033737,0.381134,0.359192,0.112152,0.022354,0.074188,0.025742,0.046875,0.104919,0.018356,0.009186,0.018066,0.042175,0.04509,0.021545,0.040115,0.032867,0.092209,0.072876,0.079971,0.063919,0.048965,0.082077,0.054184,0.037842,0.040176,0.026764,0.1465,0.017685,0.181702,0.039246,0.407944,0.990341,0.778915,0.001144,1.795074,5.070984,1,1,1,1,0,0,0.952576,0.969482,1774288129.5951657,22.167271614074707
0.00679,0.004852,0.028641,0.016937,0.026489,0.059967,0.226715,0.139984,0.096313,0.061371,0.085327,0.016571,0.031738,0.088852,0.012939,0.017456,0.028931,0.039658,0.038666,0.01445,0.046585,0.021744,0.034607,0.140518,0.078613,0.039215,0.049561,0.099884,0.060928,0.052567,0.019562,0.049423,0.131699,0.016739,0.116867,0.039551,0.40271,0.663391,0.818695,0.001175,1.302155,3.372589,1,1,1,1,0,0,0.952576,0.969482,1774288129.660564,22.232669830322266
0.005264,0.013199,0.054489,0.038849,0.047699,0.03653,0.113113,0.320786,0.124176,0.096359,0.049316,0.027359,0.021271,0.047195,0.015778,0.01738,0.02626,0.02623,0.013458,0.019913,0.038208,0.014679,0.03746,0.081177,0.077271,0.041916,0.029816,0.07724,0.118927,0.059708,0.030823,0.052872,0.151642,0.031891,0.138184,0.029053,0.80014,0.816727,0.626511,0.002441,2.580505,5.83873,1,0,1,1,0,1,0.952576,0.999939,1774288129.7255852,22.297691106796265
0.008148,0.016998,0.049301,0.023163,0.041504,0.027191,0.039703,0.090408,0.259293,0.066162,0.008667,0.008621,0.01442,0.116119,0.006897,0.01619,0.015717,0.051666,0.046509,0.021103,0.060684,0.021194,0.077225,0.124191,0.096237,0.049789,0.068253,0.051102,0.047119,0.064545,0.044357,0.026794,0.117523,0.027817,0.096542,0.044128,0.722824,0.597611,0.873703,0.002274,1.511246,2.814346,1,0,1,1,0,0,0,0.999939,1774288129.7983944,22.370500326156616
0.004807,0.017807,0.019379,0.042023,0.0383,0.043991,0.120575,0.208084,0.140411,0.106079,0.016998,0.020523,0.032349,0.044022,0.022354,0.031677,0.020035,0.053452,0.061569,0.017761,0.022675,0.014328,0.032898,0.112228,0.102661,0.0811,0.077637,0.105133,0.056442,0.090286,0.02478,0.059204,0.141983,0.02446,0.123825,0.038895,0.673523,0.809799,0.815933,0.001984,1.817841,3.805862,1,0,1,1,0,0,0.279221,0.999939,1774288129.8710604,22.443166255950928
0.010544,0.012344,0.033371,0.059372,0.071014,0.072739,0.075836,0.348511,0.312424,0.192062,0.085495,0.047791,0.025162,0.068207,0.00972,0.026703,0.011642,0.024109,0.057541,0.011902,0.043121,0.023148,0.027328,0.087662,0.06485,0.050812,0.054306,0.077087,0.050018,0.053177,0.022781,0.030563,0.146881,0.037323,0.200302,0.032288,1,1,0.702744,0,2.845734,7.341644,1,0,1,1,0,0,0.759033,0.999939,1774288129.9688978,22.541003704071045
0.005615,0.007172,0.036667,0.0354,0.036179,0.024918,0.112961,0.119354,0.137329,0.139847,0.111526,0.016159,0.008636,0.034744,0.020676,0.010635,0.02449,0.03833,0.038086,0.01767,0.027634,0.01474,0.02417,0.18042,0.065582,0.048462,0.037048,0.092407,0.080582,0.064636,0.030914,0.044861,0.123322,0.0242,0.106873,0.039673,0.674606,0.553848,0.900894,0.002014,1.363556,3.298538,1,1,1,1,0,0,0.759033,0.999939,1774288130.0308104,22.60291624069214
0.005219,0.012024,0.017349,0.039948,0.111435,0.131454,0.396637,0.308594,0.165848,0.061752,0.086823,0.020187,0.022812,0.13446,0.029556,0.021484,0.033005,0.032822,0.027298,0.02594,0.036484,0.020752,0.039551,0.123825,0.053223,0.067749,0.063248,0.076981,0.050568,0.037277,0.024704,0.028168,0.153198,0.037186,0.212845,0.039063,1,0.958618,0.936691,0,2.090881,6.388138,1,0,1,1,0,0,1.119247,0.999939,1774288130.1020513,22.67415714263916
0.009277,0.014664,0.042923,0.060028,0.040726,0.042252,0.064636,0.113815,0.347687,0.258041,0.054855,0.034363,0.04921,0.07988,0.028564,0.062897,0.050262,0.051895,0.055435,0.02243,0.031586,0.030762,0.051163,0.086258,0.053833,0.115967,0.058838,0.047516,0.048889,0.057831,0.035416,0.056747,0.148575,0.033524,0.165283,0.047119,0.943726,0.779602,0.96138,0.002838,1.792481,4.212982,1,0,1,1,0,0,1.119247,0.999939,1774288130.1894884,22.76159429550171
0.006592,0.011566,0.023361,0.107483,0.089737,0.037598,0.128281,0.075989,0.248276,0.096558,0.049973,0.011017,0.026291,0.093369,0.040054,0.041946,0.02916,0.029526,0.039795,0.011597,0.020233,0.029434,0.025146,0.210083,0.059036,0.044342,0.065643,0.063232,0.051758,0.052994,0.023438,0.059143,0.137665,0.047745,0.11734,0.047684,0.936813,0.467072,1,0.002792,1.403839,3.457352,1,0,1,1,0,0,1.119247,0.999939,1774288130.264049,22.83615493774414
0.006897,0.0065,0.023941,0.088837,0.07164,0.050079,0.05481,0.290634,0.465088,0.140213,0.042542,0.032028,0.060181,0.107101,0.076157,0.019302,0.030563,0.028976,0.0495,0.014893,0.017181,0.018341,0.039856,0.088089,0.063324,0.047546,0.047607,0.058685,0.039627,0.045059,0.040924,0.056229,0.178772,0.039551,0.200165,0.038284,0.807465,0.82721,0.829681,0.002502,1.970123,6.248901,1,0,1,1,0,0,0,0.983551,1774288130.3293886,22.90149450302124
0.010345,0.013153,0.067856,0.073746,0.05188,0.0242,0.066864,0.038757,0.200775,0.142609,0.017654,0.027206,0.031174,0.054092,0.019211,0.03624,0.023026,0.04007,0.040527,0.010986,0.048676,0.024261,0.049072,0.156357,0.057648,0.083298,0.066727,0.077835,0.060501,0.052628,0.033508,0.051666,0.126968,0.043396,0.094635,0.04483,0.931839,0.410797,1,0.262344,1.34259,3.074722,1,0,1,1,0,0,0,0.983551,1774288130.3914137,22.96351957321167
0.013535,0.009872,0.012207,0.028992,0.02063,0.181534,0.18779,0.268494,0.234558,0.112015,0.066788,0.016174,0.012329,0.068588,0.028152,0.022034,0.0224,0.018936,0.025024,0.013,0.026871,0.030075,0.038147,0.151398,0.045807,0.049591,0.065887,0.07338,0.078827,0.064743,0.041718,0.042603,0.165375,0.017044,0.196869,0.037598,0.382919,0.892059,0.864853,0.001175,1.474152,5.678131,1,1,1,1,0,0,0,0.983551,1774288130.4725351,23.04464101791382
0.022934,0.009079,0.04277,0.015182,0.032959,0.060135,0.433487,0.56839,0.079575,0.040848,0.033646,0.047638,0.080292,0.050735,0.024277,0.025436,0.022705,0.038177,0.039078,0.01442,0.023819,0.031158,0.033203,0.059677,0.049088,0.054474,0.04245,0.044846,0.052689,0.052582,0.030731,0.029922,0.181793,0.024582,0.236481,0.031189,0.583481,1,0.669281,0.001907,2.365753,8.34877,1,0,1,1,0,0,0,0.983551,1774288130.5440686,23.116174459457397
0.006775,0.006271,0.034943,0.063156,0.040527,0.03746,0.052292,0.077499,0.139603,0.135269,0.110794,0.009338,0.025131,0.172028,0.087524,0.038803,0.026062,0.02066,0.055176,0.009171,0.023041,0.024887,0.031433,0.125259,0.064178,0.047455,0.045059,0.091034,0.062302,0.064255,0.026367,0.080582,0.131622,0.030334,0.088425,0.044189,0.700729,0.355835,0.965332,0.001968,1.094498,2.684006,1,1,1,1,0,0,0,0.983551,1774288130.6449358,23.217041730880737
0.00618,0.013809,0.017609,0.052231,0.115768,0.115875,0.324921,0.304413,0.190002,0.110184,0.058472,0.032883,0.039429,0.034714,0.019394,0.028183,0.023239,0.018997,0.052582,0.024643,0.036133,0.034912,0.031616,0.081863,0.06456,0.038239,0.059723,0.05864,0.062454,0.097061,0.042282,0.081421,0.159164,0.041107,0.209076,0.035156,0.995926,0.881088,0.806427,0.002563,2.327408,7.100418,1,0,1,1,0,0,0.531876,0.983551,1774288130.7224317,23.29453754425049
0.017944,0.011917,0.036316,0.085114,0.041199,0.040726,0.277542,0.342072,0.392792,0.093445,0.015442,0.060699,0.063629,0.069687,0.048157,0.034851,0.024185,0.017334,0.041855,0.022446,0.019638,0.036636,0.037445,0.061859,0.040146,0.036377,0.04216,0.059341,0.062042,0.052811,0.034088,0.044586,0.198547,0.038498,0.229309,0.034439,0.974121,1,0.711762,0.002625,2.773331,7.75827,1,0,1,1,0,0,0.752167,0.983551,1774288130.7860985,23.35820436477661
0.014328,0.005447,0.040176,0.06839,0.025497,0.036957,0.02182,0.06543,0.190765,0.103882,0.030838,0.022827,0.028046,0.122299,0.097366,0.022568,0.021637,0.02858,0.108032,0.018021,0.01889,0.030441,0.019501,0.174973,0.072342,0.053024,0.066315,0.081375,0.055832,0.054199,0.038651,0.040848,0.136475,0.030762,0.083771,0.054001,0.770935,0.341064,1,0.00206,1.111984,2.119034,1,1,1,1,0,0,0.752167,0.983551,1774288130.8683155,23.44042134284973
0.00914,0.01326,0.016739,0.0298,0.04892,0.107834,0.117432,0.571198,0.368912,0.131012,0.051849,0.036331,0.046646,0.054138,0.028656,0.031342,0.039871,0.01236,0.070419,0.023773,0.02565,0.034729,0.045105,0.084732,0.049683,0.031067,0.037933,0.062592,0.053818,0.046143,0.029556,0.045532,0.195267,0.02356,0.259277,0.039658,0.614395,1,0.754196,0.001953,2.140411,7.117844,1,0,1,1,0,0,0.752167,0.983551,1774288130.9372256,23.509331464767456
0.007614,0.019333,0.043839,0.068344,0.063736,0.064362,0.057312,0.169327,0.233337,0.205475,0.067154,0.030273,0.02565,0.165405,0.097855,0.033905,0.034164,0.030365,0.033554,0.017456,0.027802,0.020554,0.035461,0.081772,0.065918,0.062378,0.04686,0.093018,0.069473,0.060944,0.029388,0.076492,0.157303,0.040573,0.14595,0.041275,1,0.573715,0.818207,0,1.923264,4.511246,1,0,1,1,0,0,0,0.985352,1774288131.0026195,23.57472538948059
0.014297,0.00087,0.041702,0.057877,0.084518,0.185318,0.307327,0.369751,0.197586,0.151184,0.056885,0.032211,0.05397,0.058167,0.066818,0.022415,0.028915,0.01593,0.048264,0.036255,0.027405,0.025574,0.047714,0.087173,0.05069,0.065582,0.062958,0.090714,0.066986,0.06398,0.046295,0.074478,0.179092,0.039841,0.242233,0.040634,0.80661,0.840469,0.848358,0.002487,1.941376,6.928436,1,0,1,1,0,0,0,0.985352,1774288131.0833404,23.65544629096985
0.011902,0.004639,0.016052,0.033524,0.11937,0.192978,0.468948,0.540619,0.128204,0.110458,0.090836,0.035477,0.09433,0.041733,0.061691,0.029129,0.018448,0.008972,0.01651,0.019608,0.015915,0.014023,0.040146,0.062683,0.042252,0.029068,0.041946,0.046356,0.043991,0.044617,0.049088,0.036682,0.191971,0.037094,0.288239,0.028702,0.799667,1,0.637833,0.002106,2.821274,11.30206,1,0,1,1,0,0,0,0.985352,1774288131.1508613,23.72296714782715
0.006226,0.014648,0.040924,0.096161,0.024963,0.029831,0.047821,0.034714,0.410034,0.294708,0.072189,0.036621,0.043869,0.058289,0.035583,0.023682,0.015976,0.024124,0.041794,0.038681,0.027603,0.023788,0.023834,0.09967,0.075073,0.061966,0.06073,0.072327,0.049072,0.07016,0.050797,0.078033,0.171249,0.036575,0.163422,0.035461,0.825684,0.549332,0.825272,0,1.666061,5.627884,1,0,1,1,0,0,0,0.985352,1774288131.2482517,23.82035756111145
0.007019,0.006546,0.057861,0.050186,0.07869,0.192673,0.480316,0.540253,0.076782,0.110168,0.022736,0.017975,0.088181,0.060318,0.027328,0.036591,0.034531,0.02446,0.033951,0.022232,0.024323,0.030365,0.037537,0.076294,0.055176,0.045746,0.034424,0.050995,0.05098,0.071091,0.031509,0.057907,0.195358,0.040054,0.280029,0.03476,0.943222,0.979706,0.843079,0.002701,2.280701,9.186951,1,0,1,1,0,0,0,0.985352,1774288131.3194728,23.891578674316406
0.019867,0.009949,0.06868,0.069244,0.027634,0.043869,0.116959,0.158005,0.140961,0.258911,0.126312,0.044388,0.038116,0.045807,0.054352,0.052292,0.036407,0.017044,0.065002,0.051224,0.015625,0.017532,0.032242,0.078476,0.057129,0.044785,0.049484,0.051956,0.041748,0.05838,0.052612,0.096481,0.143524,0.039063,0.143738,0.042007,0.959518,0.523499,1,0.002518,1.482971,4.344315,1,0,1,1,0,0,0,0.985352,1774288131.3867455,23.95885133743286
0.024033,0.019989,0.013443,0.024155,0.052246,0.215225,0.384659,0.510574,0.217361,0.175949,0.043961,0.043167,0.042755,0.050629,0.034012,0.020935,0.02533,0.032471,0.036667,0.022919,0.026749,0.020081,0.039139,0.061401,0.038635,0.038712,0.048965,0.040588,0.068832,0.054321,0.047607,0.053329,0.190369,0.026764,0.300751,0.031967,0.684341,1,0.784042,0.002121,2.148132,10.21893,1,0,1,1,0,0,0,0.985352,1774288131.4520173,24.024123191833496
0.01297,0.016632,0.02832,0.064957,0.059814,0.119308,0.346924,0.63652,0.133575,0.096878,0.022202,0.048508,0.069778,0.046585,0.027878,0.02652,0.028336,0.015656,0.030136,0.018494,0.023682,0.025345,0.047333,0.043701,0.049026,0.044357,0.030136,0.050354,0.060287,0.045242,0.04744,0.046875,0.206314,0.03653,0.266632,0.028702,0.992935,0.936081,0.709808,0.002869,2.717423,10.53206,1,0,1,1,0,0,0.874832,0.985352,1774288131.5209033,24.09300923347473
0.008514,0.01326,0.022705,0.060287,0.055756,0.068176,0.176239,0.207718,0.386734,0.277679,0.049789,0.036636,0.029724,0.050797,0.071426,0.027985,0.021225,0.022095,0.034012,0.050247,0.035843,0.031311,0.040955,0.074905,0.065903,0.033371,0.053482,0.078613,0.069717,0.060165,0.059433,0.092148,0.161118,0.032104,0.223297,0.041,0.769562,0.813812,1,0.002243,1.583313,6.21759,1,1,1,1,0,0,0.874832,0.985352,1774288131.6090539,24.181159734725952
0.008408,0.016098,0.031418,0.084274,0.112915,0.092377,0.491547,0.609299,0.172348,0.090851,0.060791,0.088654,0.082199,0.073334,0.050446,0.040527,0.037552,0.020065,0.015869,0.020538,0.019821,0.01709,0.019211,0.029297,0.028885,0.034225,0.033325,0.035431,0.04158,0.028778,0.028152,0.0289,0.213394,0.050613,0.291275,0.027039,1,1,0.687882,0,2.907211,12.60516,1,0,1,1,0,0,0.972,0.985352,1774288131.6710818,24.24318766593933
0.013596,0.024536,0.049576,0.145081,0.023926,0.04184,0.039017,0.093811,0.475342,0.194901,0.126343,0.02565,0.086456,0.030304,0.063766,0.024323,0.026291,0.021255,0.058029,0.041641,0.02446,0.024414,0.027145,0.076294,0.04808,0.030609,0.041641,0.077881,0.053391,0.048584,0.049667,0.062714,0.17778,0.051331,0.168976,0.038757,1,0.603912,0.973541,0,1.64743,5.673203,1,0,1,1,0,0,0.972,0.985352,1774288131.7498407,24.321946620941162
0.00972,0.016632,0.032104,0.063736,0.067551,0.095352,0.178635,0.271835,0.536865,0.148453,0.0327,0.04454,0.019897,0.09874,0.034836,0.02092,0.027191,0.025162,0.032806,0.022644,0.031143,0.023666,0.042908,0.033585,0.049591,0.054916,0.053116,0.064667,0.039902,0.040344,0.048645,0.059677,0.184845,0.037949,0.246216,0.02948,0.766403,0.88179,0.772797,0.001892,2.132629,9.612473,1,0,1,1,0,0,0,0.984634,1774288131.822132,24.394237995147705
0.002197,0.014801,0.01059,0.110474,0.069626,0.129745,0.213715,0.629791,0.254822,0.186569,0.068451,0.056381,0.092239,0.074951,0.052948,0.045197,0.028931,0.027008,0.029724,0.030502,0.021393,0.026123,0.034546,0.028702,0.035797,0.039856,0.030365,0.036774,0.030609,0.036255,0.025589,0.037384,0.21727,0.041534,0.282928,0.032501,0.732895,1,0.795059,0.002167,2.179443,9.957855,1,0,1,1,0,0,0,0.984634,1774288131.8890228,24.46112871170044
0.016983,0.016052,0.057892,0.076447,0.042084,0.097092,0.037552,0.152618,0.529999,0.11795,0.061905,0.037384,0.014923,0.074493,0.039124,0.032242,0.015182,0.014999,0.020996,0.039032,0.032623,0.016968,0.034103,0.039154,0.058258,0.030685,0.047562,0.049774,0.048233,0.057907,0.041061,0.045197,0.187683,0.041885,0.187042,0.028442,0.773453,0.686249,0.728409,0.002182,2.00383,8.026199,1,0,1,1,0,0,0.632523,0.984634,1774288131.9712505,24.54335641860962
0.021057,0.022781,0.033936,0.091553,0.125488,0.174591,0.140869,0.204712,0.62793,0.136017,0.048248,0.020721,0.03804,0.094131,0.08403,0.037155,0.033722,0.031631,0.011734,0.017853,0.012772,0.019745,0.033157,0.026291,0.039764,0.030716,0.034225,0.03389,0.040619,0.047211,0.031937,0.041306,0.205261,0.05896,0.256821,0.030807,0.984451,0.919312,0.830856,0.003006,2.291183,10.2227,1,0,1,1,0,0,0.632523,0.984634,1774288132.0472307,24.61933660507202
0.023361,0.051819,0.045563,0.053818,0.065643,0.093948,0.131195,0.387848,0.537811,0.152359,0.060883,0.065857,0.059525,0.062576,0.044266,0.019577,0.028229,0.022598,0.043274,0.045914,0.020538,0.015884,0.024658,0.044327,0.045746,0.029358,0.032745,0.051331,0.053345,0.040146,0.058685,0.035614,0.200134,0.048035,0.26062,0.030914,0.837448,0.974045,0.723053,0.002228,2.505142,9.957672,1,0,1,1,0,0,0.632523,0.984634,1774288132.12323,24.695335865020752
0.016418,0.025558,0.057007,0.037552,0.065537,0.118439,0.089401,0.096771,0.411499,0.34407,0.106049,0.029587,0.033432,0.053131,0.029724,0.023926,0.015228,0.01181,0.037094,0.03714,0.022614,0.022598,0.030365,0.072617,0.076584,0.041595,0.051758,0.077209,0.062988,0.082413,0.042496,0.081467,0.172043,0.040405,0.212036,0.030304,0.595718,0.73851,0.741592,0,1.799027,8.308228,1,0,1,1,0,0,0,0.999939,1774288132.1978786,24.769984483718872
0.029785,0.019348,0.065247,0.018906,0.160126,0.164917,0.43103,0.505585,0.180969,0.241486,0.066269,0.067322,0.025986,0.082916,0.033417,0.019974,0.024368,0.021729,0.031326,0.018219,0.022247,0.021759,0.018295,0.037354,0.041687,0.03299,0.028748,0.0625,0.05011,0.067413,0.034576,0.049088,0.199249,0.05867,0.304794,0.024857,0.909836,1,0.64032,0.002365,2.98233,14.57246,1,0,1,1,0,0,0.501587,0.999939,1774288132.2666907,24.838796615600586
0.009842,0.055298,0.039429,0.078873,0.039017,0.02832,0.089172,0.023956,0.503723,0.255707,0.094879,0.070419,0.022095,0.070038,0.066467,0.033936,0.028183,0.020615,0.040924,0.038437,0.023621,0.019623,0.030212,0.043716,0.086441,0.043793,0.048996,0.046707,0.050903,0.06517,0.051956,0.097061,0.178909,0.044479,0.180176,0.034561,0.72081,0.610168,0.90744,0.002136,1.46669,6.485687,1,0,1,1,0,0,0.501587,0.999939,1774288132.3556259,24.92773175239563
0.003174,0.033295,0.068253,0.044357,0.062088,0.235992,0.275391,0.436981,0.365051,0.187927,0.133484,0.022827,0.035049,0.07341,0.050949,0.029816,0.02269,0.019028,0.018921,0.021164,0.023941,0.028122,0.03186,0.059494,0.054047,0.035065,0.05127,0.058762,0.036819,0.065491,0.058197,0.072388,0.191605,0.042221,0.300262,0.030594,0.716095,1,0.840668,0.002228,2.041229,11.16409,1,0,1,1,0,0,0.501587,0.999939,1774288132.417909,24.990014791488647
