frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,ts_epoch,ts_rel
0.003906,0.005371,0.00148,0.017105,0.010345,0.009232,0.001419,0.015106,0.050858,0.027176,0.026962,0.003082,0.003204,0.009872,0.005707,0.010666,0.00737,0.006332,0.005173,0.008057,0.005173,0.001541,0.011719,0.029068,0.009033,0.00766,0.005478,0.007095,0.009537,0.006729,0.008301,0.009933,0.025833,0.007629,0.020752,0.009079,0.152893,0.418198,0.713425,0.000412,0.800507,3.104813,1,1,1,1,0,0,0,0.899307,1774288119.0105617,11.582667589187622
0.002716,0.001968,0.00148,0.020294,0.014771,0.003052,0.001968,0.001755,0.060089,0.009491,0.017685,0.001541,0.001709,0.024704,0.003998,0.006989,0.006561,0.005142,0.008957,0.007568,0.010742,0.002594,0.007324,0.020844,0.012207,0.012039,0.010696,0.01091,0.00798,0.006866,0.005554,0.010361,0.023911,0.00824,0.015259,0.008072,0.171753,0.319687,0.665405,0.000488,0.738586,2.88971,1,1,1,1,0,0,0,0.899307,1774288119.081539,11.653644800186157
0.002441,0.001724,0.006027,0.020157,0.014969,0.004395,0.008667,0.009476,0.039322,0.015884,0.033508,0.004456,0.004929,0.015671,0.004837,0.00502,0.006485,0.006546,0.012085,0.009933,0.004944,0.004089,0.01178,0.025314,0.009186,0.008972,0.011734,0.014832,0.017258,0.011963,0.008652,0.012329,0.023163,0.009064,0.015549,0.009094,0.198715,0.342636,0.79892,0.000595,0.677628,2.689362,1,1,1,1,0,0,0,0.899307,1774288119.1516101,11.723716020584106
0.003281,0.003464,0.003387,0.012543,0.010254,0.005173,0.003799,0.00676,0.03833,0.009811,0.02858,0.004013,0.006027,0.017868,0.002243,0.029358,0.020477,0.004257,0.007477,0.009491,0.008118,0.002396,0.006592,0.016403,0.009521,0.010559,0.007965,0.011368,0.011673,0.011047,0.008789,0.012985,0.024399,0.006577,0.012772,0.010681,0.150009,0.292862,0.729157,0.000366,0.607422,1.80452,1,1,1,1,0,0,0,0.899307,1774288119.2246497,11.79675555229187
0.002197,0.004318,0.001755,0.015106,0.012268,0.002686,0.001633,0.003311,0.056747,0.016373,0.011963,0.004013,0.006439,0.013428,0.003937,0.032669,0.01712,0.003387,0.007843,0.006775,0.006973,0.002304,0.009521,0.027557,0.018478,0.018448,0.009521,0.020721,0.007324,0.013672,0.006439,0.012741,0.025482,0.007126,0.016144,0.011795,0.16951,0.385986,0.842957,0.000504,0.659012,1.965332,1,1,1,1,0,0,0,0.899307,1774288119.287202,11.859307765960693
0.00087,0.001022,0.000687,0.016815,0.013016,0.006348,0.004684,0.005615,0.048172,0.019989,0.026031,0.005219,0.00415,0.009354,0.004593,0.007996,0.018234,0.006775,0.008499,0.015884,0.006989,0.003387,0.006409,0.028229,0.013184,0.023026,0.010788,0.008194,0.01944,0.018997,0.005997,0.011841,0.02327,0.00647,0.016953,0.010696,0.160477,0.422745,0.735565,0.000488,0.792908,2.179626,1,1,1,1,0,0,0,0.899307,1774288119.3559353,11.928041219711304
0.001968,0.002304,0.001083,0.011673,0.015121,0.007401,0.005142,0.007507,0.015701,0.024231,0.020309,0.003464,0.00415,0.013885,0.003723,0.019669,0.017853,0.006058,0.011322,0.018555,0.011505,0.003174,0.010941,0.027542,0.010483,0.018127,0.015671,0.015427,0.012024,0.008942,0.005554,0.008102,0.024643,0.006424,0.011993,0.013031,0.176147,0.330383,1,0.000519,0.506561,1.410461,1,1,1,1,0,0,0,0.899307,1774288119.5129204,12.085026264190674
0.003113,0.002594,0.003448,0.008347,0.004547,0.002945,0.006104,0.011932,0.012985,0.010544,0.038712,0.002487,0.007095,0.025421,0.001968,0.010696,0.014511,0.006592,0.009201,0.013779,0.00563,0.002853,0.005325,0.013794,0.012802,0.005371,0.010498,0.013535,0.014893,0.006744,0.006332,0.005264,0.020432,0.00441,0.008896,0.008423,0.126907,0.257278,0.647873,0.000381,0.593048,1.573471,1,1,1,1,0,0,0,0.899307,1774288119.5815609,12.153666734695435
0.001541,0.002441,0.001846,0.006027,0.003387,0.003998,0.002243,0.005936,0.007584,0.009354,0.033676,0.002243,0.003174,0.00502,0.002777,0.012695,0.030701,0.007401,0.00708,0.012878,0.018158,0.004013,0.008072,0.047562,0.024734,0.01796,0.007935,0.008224,0.017532,0.006668,0.005905,0.007874,0.024292,0.003036,0.005814,0.015121,0.091827,0.176544,1,0.000305,0.268433,0.587753,1,1,0,0,0,0,0,0.899307,1774288119.6541677,12.226273536682129
0.00087,0.000763,0.001083,0.007874,0.00798,0.005005,0.014404,0.007935,0.026718,0.019165,0.006989,0.003616,0.002441,0.01149,0.003662,0.005798,0.02243,0.003265,0.006744,0.01059,0.006104,0.002838,0.009003,0.018524,0.012772,0.012543,0.012207,0.011734,0.007324,0.008499,0.006622,0.008636,0.019791,0.003708,0.014633,0.008896,0.11705,0.463943,0.61174,0.023438,0.949738,2.050919,1,1,1,1,0,0,0,0.899307,1774288119.7286205,12.300726413726807
0.000534,0.000763,0.001968,0.012085,0.011383,0.005188,0.011032,0.005554,0.036636,0.014359,0.037003,0.001633,0.003937,0.016495,0.002625,0.008789,0.023865,0.004395,0.009567,0.005569,0.020859,0.002075,0.006638,0.035248,0.01474,0.009628,0.010162,0.017365,0.013977,0.009293,0.008789,0.012344,0.026764,0.005341,0.014542,0.011963,0.177567,0.485718,0.869171,0.000534,0.763138,1.656952,1,1,1,1,0,0,0,0.899307,1774288119.7952888,12.36739468574524
0.000244,0.001968,0.001007,0.015549,0.015976,0.005173,0.00972,0.01001,0.051178,0.022552,0.015976,0.002243,0.002716,0.019012,0.003418,0.027512,0.021851,0.00415,0.010117,0.017807,0.014816,0.00354,0.01265,0.026169,0.028183,0.018997,0.012985,0.008331,0.009079,0.009842,0.007172,0.01001,0.026672,0.006943,0.019714,0.014191,0.240219,0.685043,0.995712,0.000748,0.929245,1.872849,1,1,1,1,0,0,0,0.899307,1774288119.8760731,12.448179006576538
0.002777,0.002975,0.002441,0.022583,0.026184,0.008575,0.007843,0.009369,0.086563,0.025894,0.067352,0.005798,0.004654,0.040771,0.007217,0.010788,0.018539,0.00293,0.013916,0.014847,0.019196,0.003174,0.012207,0.030746,0.029556,0.014771,0.01416,0.015411,0.010742,0.014282,0.007385,0.01384,0.039642,0.011383,0.027649,0.013351,0.41011,1,0.918152,0.123001,1.535751,2.910324,1,1,1,1,0,0,0,0.899307,1774288119.9359066,12.508012533187866
0.007904,0.005142,0.001755,0.027573,0.024124,0.007278,0.003311,0.005692,0.082535,0.011261,0.045883,0.003723,0.002625,0.035767,0.012054,0.010483,0.028732,0.007141,0.007172,0.013214,0.020844,0.004532,0.012161,0.035156,0.013809,0.012878,0.011719,0.03511,0.019211,0.017258,0.011078,0.012604,0.037613,0.01329,0.022003,0.015137,0.504623,0.827301,1,0.00145,1.331894,2.323639,1,1,1,1,0,0,0,0.899307,1774288120.0067184,12.578824281692505
0.005249,0.003799,0.002197,0.031448,0.025894,0.003113,0.006897,0.002197,0.089752,0.009567,0.043823,0.00386,0.002853,0.009293,0.00618,0.005341,0.037247,0.003006,0.014832,0.013214,0.004822,0.005707,0.016754,0.019867,0.009338,0.007614,0.010254,0.020599,0.007782,0.01474,0.009521,0.011307,0.034424,0.013718,0.022293,0.012695,0.547836,0.75975,0.872116,0.0354,1.499268,2.82338,1,1,1,1,0,0,0,0.899307,1774288120.0802994,12.652405261993408
0.005859,0.002716,0.00148,0.024353,0.023697,0.004364,0.001236,0.012054,0.084229,0.030792,0.053207,0.002686,0.00415,0.02327,0.00589,0.012054,0.013687,0.005066,0.020599,0.010147,0.021866,0.003693,0.016785,0.030121,0.024796,0.014374,0.014893,0.013672,0.016388,0.02182,0.005951,0.016235,0.037277,0.011612,0.026535,0.013977,0.484711,0.94458,0.915985,0.001541,1.560318,2.718002,1,1,1,1,0,0,0,0.899307,1774288120.1559806,12.728086471557617
0.004211,0.003113,0.00296,0.025284,0.024872,0.010056,0.005859,0.00795,0.085297,0.027023,0.063782,0.005386,0.003448,0.031189,0.011124,0.016907,0.025589,0.002243,0.014648,0.011673,0.020996,0.005066,0.012939,0.031601,0.020325,0.018295,0.012115,0.013611,0.011917,0.013321,0.005219,0.012924,0.036209,0.012085,0.027237,0.015274,0.527634,1,1,0.00174,1.527573,2.565033,1,1,1,1,0,0,0,0.899307,1774288120.2231696,12.795275449752808
0.003494,0.003784,0.002304,0.026611,0.025894,0.005524,0.005615,0.009293,0.095612,0.005447,0.026825,0.002441,0.00502,0.035278,0.005127,0.022995,0.014755,0.004593,0.012054,0.019806,0.017426,0.003998,0.018082,0.053085,0.02243,0.012482,0.011566,0.008575,0.019669,0.011566,0.007919,0.013199,0.039474,0.012405,0.024292,0.017181,0.56694,0.922897,1,0.001968,1.489792,2.129852,1,1,1,1,0,0,0,0.899307,1774288120.2885435,12.860649347305298
0.001633,0.001007,0.003693,0.02951,0.026886,0.007843,0.001846,0.006561,0.10022,0.026016,0.062164,0.002686,0.003799,0.023926,0.010803,0.011307,0.030548,0.004059,0.009338,0.004684,0.014694,0.002502,0.012726,0.02626,0.012314,0.01001,0.011246,0.01178,0.019104,0.014221,0.005875,0.01741,0.03894,0.012543,0.028488,0.01268,0.603073,1,0.780273,0.00177,2.054367,3.219818,1,0,1,1,0,0,0,0.899307,1774288120.3692212,12.941327095031738
0.002487,0.001892,0.00293,0.032364,0.032013,0.006714,0.02153,0.013275,0.099808,0.010361,0.021545,0.005447,0.002182,0.008026,0.016861,0.013199,0.034515,0.002289,0.018539,0.009186,0.015579,0.003311,0.021393,0.027695,0.013565,0.006378,0.010345,0.011078,0.00943,0.011246,0.004944,0.009735,0.037079,0.014328,0.030334,0.016251,0.727341,0.985611,0.847244,0.059906,2.021667,2.738556,1,0,1,1,0,0,0,0.899307,1774288120.441305,13.013410806655884
0.002182,0.00293,0.003113,0.023666,0.02417,0.004501,0.000534,0.005341,0.080933,0.009796,0.01767,0.003174,0.005753,0.017761,0.014618,0.012772,0.025833,0.003464,0.01593,0.005066,0.033325,0.003616,0.019424,0.036362,0.025284,0.014145,0.016434,0.01416,0.009949,0.021988,0.008972,0.011566,0.035751,0.0112,0.020218,0.017029,0.598694,0.690094,0.935455,0,1.37767,1.840454,1,1,1,1,0,0,0,0.899307,1774288120.5220747,13.094180583953857
0.00177,0.002441,0.002411,0.027481,0.029968,0.005341,0.004395,0.005447,0.080383,0.012344,0.058838,0.001968,0.002411,0.011032,0.011063,0.010895,0.021072,0.002777,0.021164,0.015701,0.015564,0.00589,0.011169,0.02124,0.021271,0.011154,0.009384,0.015625,0.013641,0.013199,0.009109,0.017807,0.034866,0.012802,0.021576,0.013641,0.726395,0.728485,0.796082,0.002502,1.827454,2.509995,1,0,1,1,0,0,0,0.899307,1774288120.590705,13.162810802459717
0.003448,0.002853,0.002289,0.019684,0.01889,0.00293,0.003174,0.006897,0.058792,0.01796,0.035583,0.001419,0.004196,0.043121,0.019485,0.007706,0.029465,0.003082,0.02037,0.00708,0.025253,0.004654,0.019302,0.026474,0.025482,0.008255,0.014511,0.016159,0.016861,0.01181,0.005173,0.012451,0.031952,0.00943,0.017944,0.016281,0.562836,0.634293,1,0.001541,1.197098,1.677536,1,1,1,1,0,0,0,0.899307,1774288120.6835196,13.255625486373901
0.001633,0.001083,0.002762,0.01416,0.012497,0.004257,0.00354,0.005875,0.036942,0.014984,0.030273,0.002686,0.004135,0.016327,0.006348,0.019623,0.029465,0.003937,0.015228,0.008789,0.045258,0.005417,0.015823,0.026871,0.018555,0.008331,0.010529,0.01622,0.014648,0.008881,0.007172,0.013535,0.027878,0.006424,0.013107,0.01767,0.403244,0.485855,0.927872,0,0.958206,1.104797,1,1,1,0,0,0,0,0.899307,1774288120.7484417,13.320547580718994
0.001373,0.000732,0.001556,0.007782,0.008469,0.004257,0.006485,0.00325,0.034668,0.009171,0.032532,0.005524,0.002777,0.018295,0.011917,0.018158,0.031357,0.006104,0.023361,0.006866,0.019012,0.006622,0.025146,0.021103,0.014511,0.012772,0.012863,0.010376,0.009888,0.012726,0.008301,0.01181,0.02626,0.003983,0.011566,0.016953,0.26178,0.448242,0.850037,0.000793,0.835297,0.917633,1,1,1,0,0,0,0,0.899307,1774288120.8169699,13.389075756072998
0.00415,0.003616,0.00148,0.01181,0.017502,0.006332,0.003906,0.011047,0.055023,0.010742,0.026474,0.002853,0.004944,0.019669,0.011688,0.005692,0.025406,0.003204,0.009048,0.00766,0.038589,0.003098,0.022614,0.02504,0.018951,0.012466,0.017365,0.019501,0.01059,0.010971,0.010986,0.017868,0.031815,0.007706,0.01741,0.015198,0.532135,0.706924,0.799988,0.001678,1.548782,1.648697,1,1,1,1,0,0,0,0.899307,1774288120.8962736,13.468379497528076
0.004013,0.001419,0.002243,0.017899,0.019196,0.002243,0.008072,0.004807,0.05127,0.009384,0.086121,0.003967,0.003815,0.00972,0.026627,0.024445,0.021454,0.009521,0.009476,0.012466,0.032196,0.009415,0.007889,0.040604,0.021408,0.020035,0.02005,0.02153,0.018799,0.01741,0.011459,0.01947,0.039978,0.008942,0.015152,0.019409,0.654739,0.651138,1,0.002182,1.305847,1.240204,1,1,1,1,0,0,0,0.899307,1774288120.9586954,13.53080129623413
0.007645,0.006058,0.00293,0.021194,0.020432,0.005478,0.006989,0.015381,0.05835,0.010254,0.079941,0.005219,0.003937,0.01796,0.022522,0.018448,0.031479,0.015457,0.015213,0.008865,0.016769,0.002686,0.007599,0.022491,0.019363,0.014648,0.007248,0.013763,0.011749,0.013458,0.011505,0.013458,0.03714,0.011642,0.019287,0.016144,0.915955,0.869919,0.83635,0.003281,2.135193,1.910706,1,0,1,1,0,0,0,0.899307,1774288121.0721366,13.644242525100708
0.006119,0.004547,0.002441,0.022537,0.016754,0.005371,0.007568,0.011078,0.072403,0.006561,0.054214,0.00351,0.003662,0.016663,0.046707,0.009872,0.018097,0.008148,0.02002,0.011902,0.028107,0.008621,0.007751,0.042664,0.035538,0.022095,0.02002,0.023575,0.019241,0.021301,0.010544,0.014893,0.037201,0.010468,0.020584,0.020187,0.869446,0.973999,1,0.003296,1.843353,1.535736,1,0,1,1,0,0,0.290863,0.899307,1774288121.1457632,13.71786904335022
0.004654,0.003723,0.003693,0.024277,0.022629,0.005798,0.005249,0.012054,0.07225,0.009277,0.038452,0.004578,0.004639,0.027878,0.029648,0.016464,0.020767,0.017426,0.019943,0.020096,0.012726,0.003174,0.011734,0.028595,0.030029,0.032593,0.021805,0.023026,0.011963,0.016052,0.010773,0.011505,0.03717,0.011795,0.02092,0.018051,1,1,0.941864,0,2.123337,1.808228,1,0,1,1,0,0,0.290863,0.899307,1774288121.229065,13.801170825958252
0.002945,0.00563,0.004059,0.030212,0.02037,0.005142,0.001968,0.001892,0.092148,0.009842,0.009354,0.007111,0.002594,0.022156,0.007507,0.006653,0.01329,0.022354,0.006149,0.012344,0.01474,0.003616,0.014542,0.030212,0.017258,0.01326,0.01088,0.017838,0.014328,0.013535,0.00502,0.014847,0.036438,0.012634,0.022186,0.013138,1,1,0.57132,0,3.500259,2.638977,1,0,1,1,0,0,0.384598,0.899307,1774288121.3028111,13.874917030334473
0.006104,0.005219,0.003723,0.030792,0.027115,0.004028,0.003174,0.001465,0.086685,0.023911,0.088821,0.013351,0.002625,0.01181,0.030609,0.006363,0.028198,0.020416,0.011017,0.011475,0.025711,0.007706,0.016602,0.04924,0.041855,0.020309,0.026962,0.033295,0.009201,0.014496,0.008118,0.016068,0.043991,0.014587,0.023849,0.020721,0.966629,0.800705,0.965164,0.00293,1.831039,1.851166,1,0,1,1,0,0,0,0.999939,1774288121.3919067,13.964012622833252
0.006332,0.006332,0.004654,0.021194,0.019379,0.004913,0.002716,0.009842,0.06839,0.009323,0.044388,0.010864,0.00087,0.011856,0.015137,0.025131,0.020264,0.026459,0.005371,0.019043,0.015533,0.003174,0.007095,0.037766,0.03157,0.013687,0.010025,0.019653,0.016006,0.016617,0.010193,0.017654,0.036514,0.011566,0.019028,0.017487,0.806381,0.669342,0.853302,0.002579,1.72934,1.745651,1,0,1,1,0,0,0,0.999939,1774288121.4786468,14.050752639770508
0.001846,0.003082,0.003204,0.008026,0.006866,0.007324,0.002441,0.005569,0.03096,0.009003,0.038895,0.004593,0.00415,0.007813,0.027954,0.006622,0.014297,0.021317,0.016602,0.009201,0.010971,0.00502,0.009079,0.019012,0.022873,0.010574,0.012009,0.015228,0.014221,0.019226,0.008408,0.015045,0.026474,0.004593,0.011047,0.014008,0.340881,0.412766,0.588455,0.00116,1.28067,1.115799,1,1,1,0,0,0,0,0.999939,1774288121.5467696,14.118875503540039
0.002182,0.002853,0.00209,0.008591,0.004623,0.003418,0.003281,0.007111,0.030182,0.005783,0.039413,0.01326,0.004486,0.025986,0.028122,0.019669,0.014481,0.037781,0.008301,0.021973,0.016083,0.009354,0.019913,0.030853,0.03717,0.013657,0.022354,0.029953,0.031021,0.030685,0.00882,0.026962,0.033417,0.004059,0.009949,0.020645,0.315155,0.386704,0.828018,0.001114,0.847641,0.679901,1,1,1,0,0,0,0,0.999939,1774288121.635903,14.208008766174316
0.002243,0.004318,0.004532,0.009277,0.013077,0.006989,0.00293,0.006546,0.038467,0.005386,0.072952,0.020706,0.002487,0.023193,0.024994,0.021133,0.02919,0.016342,0.006836,0.022415,0.02597,0.007339,0.014679,0.043472,0.03183,0.011963,0.019089,0.019348,0.016525,0.021484,0.008835,0.023483,0.039673,0.006683,0.012054,0.021225,0.550247,0.492813,0.896256,0.002075,1.163773,0.883316,1,1,1,0,0,0,0,0.999939,1774288121.7111754,14.283281326293945
0.004623,0.001236,0.006058,0.013107,0.012131,0.005249,0.002441,0.003174,0.070221,0.01416,0.083694,0.014221,0.003464,0.018433,0.05127,0.006104,0.020554,0.023163,0.006989,0.013977,0.015167,0.006348,0.020111,0.043243,0.022232,0.02153,0.015366,0.044022,0.013977,0.016281,0.011353,0.022263,0.043564,0.007431,0.019043,0.020691,0.642471,0.810913,0.911285,0.002533,1.594803,1.278259,1,1,1,1,0,0,0,0.999939,1774288121.7742584,14.346364259719849
0.007202,0.005356,0.005936,0.010956,0.011505,0.005264,0.001022,0.004059,0.040634,0.014008,0.078903,0.023361,0.00293,0.00415,0.009796,0.018311,0.022308,0.033661,0.013321,0.018799,0.02066,0.004684,0.00708,0.051743,0.028885,0.011688,0.011658,0.017914,0.015945,0.013702,0.007248,0.02092,0.038071,0.008179,0.012985,0.020035,0.745468,0.578125,0.923996,0.00206,1.432419,1.056091,1,0,1,0,0,0,0,0.999939,1774288121.8359141,14.40802001953125
0.007172,0.006271,0.002243,0.015884,0.015701,0.004654,0.004623,0.002289,0.0448,0.0112,0.077789,0.022232,0.003174,0.003418,0.022537,0.012741,0.014648,0.014099,0.010025,0.009674,0.016251,0.005554,0.009949,0.045593,0.035324,0.005615,0.01767,0.009842,0.013275,0.016708,0.011475,0.010742,0.036224,0.009445,0.013504,0.016098,0.911621,0.635773,0.782639,0.00267,1.977036,1.423172,1,0,1,1,0,0,0,0.999939,1774288121.9173434,14.489449262619019
0.006271,0.003006,0.001968,0.015518,0.014282,0.002975,0.00296,0.009476,0.054642,0.010712,0.067734,0.026398,0.002945,0.022797,0.036301,0.020538,0.010025,0.030365,0.020676,0.021683,0.009109,0.006699,0.011963,0.061798,0.055847,0.008408,0.027328,0.02359,0.012497,0.01683,0.011124,0.030029,0.041092,0.008209,0.016144,0.022903,0.8367,0.799088,1,0.002594,1.635727,1.063034,1,0,1,0,0,0,0,0.999939,1774288121.9812574,14.55336332321167
0.005127,0.003967,0.004257,0.013428,0.014771,0.005707,0.004639,0.006653,0.066589,0.011902,0.083984,0.023926,0.002548,0.012207,0.023193,0.014343,0.015381,0.025528,0.006943,0.016739,0.013977,0.005554,0.006699,0.07518,0.025879,0.012939,0.022278,0.02327,0.011719,0.015717,0.004791,0.012558,0.041016,0.008301,0.019089,0.02034,0.87883,1,0.936081,0.002838,2.007019,1.345032,1,0,1,1,0,0,0.5439,0.999939,1774288122.0633843,14.63549017906189
0.006226,0.005814,0.004883,0.016861,0.017395,0.00708,0.001892,0.006348,0.049194,0.014038,0.055344,0.021744,0.003113,0.012939,0.013351,0.007324,0.008835,0.015442,0.005707,0.016754,0.007874,0.00386,0.016052,0.058563,0.015411,0.009491,0.012558,0.021805,0.010284,0.008194,0.00882,0.009476,0.03244,0.010223,0.015701,0.015366,0.896912,0.861084,0.739349,0.003586,2.377579,1.683106,1,0,1,1,0,0,0.5439,0.999939,1774288122.1487458,14.72085165977478
0.007584,0.006226,0.00293,0.018845,0.013,0.004013,0.006454,0.01445,0.040665,0.005692,0.080566,0.044922,0.004013,0.005905,0.01889,0.00563,0.008301,0.010376,0.009003,0.017349,0.012726,0.004059,0.014984,0.076981,0.031189,0.011032,0.017685,0.028275,0.015915,0.01593,0.015457,0.01265,0.043762,0.009705,0.014252,0.017822,0.912476,0.808655,0.911072,0.002609,1.889023,1.342407,1,0,1,1,0,0,0.5439,0.999939,1774288122.2242084,14.796314239501953
0.008835,0.007507,0.000763,0.018784,0.013916,0.00621,0.003174,0.010498,0.065598,0.008621,0.102829,0.030609,0.004639,0.007996,0.029449,0.011597,0.018219,0.035004,0.009384,0.012695,0.011566,0.007172,0.020767,0.037628,0.02803,0.020752,0.024231,0.02446,0.016693,0.017044,0.01004,0.01767,0.044464,0.009949,0.018814,0.019348,0.981918,1,1,0.002945,1.981827,1.484299,1,0,1,1,0,0,0,0.96872,1774288122.3009293,14.873035192489624
0.009186,0.008286,0.003784,0.023911,0.025024,0.00502,0.004501,0.00473,0.071503,0.01651,0.089935,0.01709,0.002838,0.00473,0.021545,0.020645,0.020187,0.017471,0.006104,0.02092,0.006744,0.004211,0.011154,0.036758,0.02359,0.008713,0.018799,0.016708,0.026215,0.027832,0.013687,0.026962,0.044815,0.014038,0.020447,0.016571,1,0.896912,0.74231,0,2.555222,2.075089,1,0,1,1,0,0,0,0.96872,1774288122.3729587,14.945064544677734
0.009766,0.009811,0.004395,0.027634,0.023132,0.008347,0.004456,0.012375,0.046661,0.010025,0.072296,0.025146,0.003784,0.009354,0.019226,0.024826,0.007828,0.028,0.007126,0.028976,0.01416,0.004898,0.050705,0.031296,0.052002,0.012558,0.026611,0.01915,0.02002,0.019424,0.021255,0.013199,0.043243,0.014938,0.016373,0.021698,1,0.657867,0.958206,0,1.730103,1.441162,1,0,1,1,0,0,0,0.96872,1774288122.44428,15.016385793685913
0.007339,0.004883,0.003265,0.014908,0.008728,0.003662,0.003174,0.00882,0.0466,0.011169,0.066818,0.024582,0.003113,0.008255,0.008942,0.025345,0.01123,0.029266,0.003174,0.036819,0.005859,0.005371,0.029633,0.068237,0.036087,0.028778,0.020203,0.039536,0.048889,0.018341,0.017029,0.026413,0.046768,0.007813,0.014679,0.022385,0.539505,0.616257,0.810043,0.001694,1.426727,1.004745,1,1,1,0,0,0,0,0.96872,1774288122.5104067,15.082512617111206
0.004318,0.003418,0.004639,0.013428,0.005936,0.003174,0.002716,0.003174,0.027237,0.00502,0.035156,0.031097,0.003387,0.011688,0.020035,0.011978,0.007172,0.013535,0.008072,0.014084,0.011627,0.00386,0.014313,0.039368,0.022369,0.01091,0.013657,0.024414,0.021729,0.018982,0.008591,0.017944,0.031815,0.006348,0.008255,0.014404,0.457138,0.361145,0.543457,0,1.5056,1.013672,1,0,1,0,0,0,0,0.96872,1774288122.5769854,15.149091243743896
0.002441,0.001236,0.002197,0.01001,0.011627,0.005402,0.004501,0.009171,0.029129,0.007217,0.023239,0.023254,0.002945,0.005173,0.012787,0.009491,0.010056,0.022476,0.012466,0.014191,0.006592,0.004166,0.018692,0.064697,0.011719,0.009872,0.010315,0.015869,0.018066,0.013474,0.007858,0.014084,0.03392,0.005493,0.011078,0.017548,0.416183,0.50911,0.692764,0.00145,1.335602,0.944626,1,1,1,0,0,0,0,0.96872,1774288122.6422067,15.214312553405762
0.001892,0.002487,0.002243,0.005936,0.004211,0.00296,0.00087,0.002686,0.014404,0.004196,0.021973,0.039185,0.003494,0.003967,0.016891,0.026962,0.018173,0.029129,0.008652,0.018662,0.016922,0.009613,0.043213,0.055084,0.036057,0.031372,0.016998,0.035065,0.023239,0.017502,0.012939,0.020248,0.038101,0.003342,0.00502,0.024323,0.314652,0.278564,0.989441,0.0009,0.599579,0.346237,1,1,1,0,0,0,0,0.96872,1774288122.713682,15.28578782081604
0.006989,0.005127,0.002411,0.024536,0.027817,0.008255,0.005341,0.011307,0.110489,0.010345,0.068924,0.029495,0.005341,0.004593,0.007538,0.041748,0.006866,0.01593,0.009583,0.006989,0.02919,0.007965,0.012268,0.058945,0.026962,0.024933,0.014359,0.031448,0.023682,0.0215,0.011963,0.026123,0.052307,0.013367,0.029144,0.019699,0.980957,1,0.805359,0.003281,2.459549,2.152649,1,0,1,1,0,0,0.148849,0.96872,1774288122.9903648,15.56247067451477
0.00589,0.003693,0.001724,0.031265,0.03009,0.005692,0.00502,0.003815,0.103226,0.011536,0.050171,0.022568,0.001755,0.003998,0.007629,0.024673,0.007095,0.015533,0.011917,0.013138,0.020996,0.006912,0.023422,0.033966,0.034851,0.018082,0.0186,0.027252,0.019104,0.015503,0.013504,0.020523,0.044861,0.014526,0.025848,0.016525,1,0.917648,0.606033,0,3.163925,2.435257,1,0,1,1,0,0,0.148849,0.96872,1774288123.3657157,15.937821626663208
0.003448,0.001633,0.002075,0.027908,0.027161,0.005478,0.006592,0.012558,0.102005,0.01123,0.023788,0.017914,0.002716,0.007797,0.010498,0.028564,0.013275,0.016464,0.012772,0.019012,0.04303,0.008179,0.020554,0.055435,0.042038,0.032272,0.025894,0.041229,0.018677,0.026474,0.021622,0.017395,0.051117,0.012436,0.027573,0.022766,0.900543,1,0.874558,0.002975,2.173019,1.754334,1,0,1,1,0,0,0.148849,0.96872,1774288123.429013,16.001118898391724
0.001221,0.000488,0.001846,0.032852,0.036575,0.005447,0.005508,0.004639,0.085663,0.006775,0.027008,0.019592,0.002975,0.006592,0.009338,0.027557,0.013657,0.021851,0.0103,0.033249,0.034225,0.010345,0.032211,0.054886,0.046204,0.037628,0.011047,0.017578,0.027512,0.01683,0.012054,0.014221,0.04686,0.014587,0.021606,0.02475,1,0.65799,0.990829,0,1.673264,1.460678,1,0,1,1,0,0,0,0.997589,1774288123.4995034,16.071609258651733
0,0.00087,0.004471,0.034927,0.03949,0.011032,0.008499,0.019028,0.067749,0.006866,0.016312,0.040268,0.007416,0.011688,0.006653,0.027176,0.006134,0.009674,0.013229,0.024338,0.043457,0.006241,0.032227,0.070511,0.029556,0.022568,0.016739,0.028305,0.035172,0.018585,0.017822,0.025391,0.044891,0.015945,0.022629,0.023956,1,0.720245,0.890015,0,1.932724,1.607864,1,0,1,1,0,0,0,0.997589,1774288123.5613544,16.13346028327942
