frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgSubRaw,dbgCoreRaw,dbgContamRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSubNorm,dbgCoreNorm,dbgContamNorm,dbgCoreRawRatio,dbgSubAvg,dbgCoreAvg,dbgSupportAvg,dbgSubOverAvg,dbgCoreOverAvg,dbgSupportOverAvg,dbgLowPeak,dbgBodyPeak,dbgHighPeak,dbgSubBodyRatio,dbgContamWeighted,dbgSupportRaw,dbgSupportDominance,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,dbgPendingActive,dbgPendingAgeMs,dbgRefractoryLeftMs,dbgPulseAgeMs,dbgPulse,dbgDetectorTickMs,dbgOnsetThreshold,dbgPeakPickWindowMs,dbgRefractoryMs,dbgEnergyFloor,dbgLowRawFloor,dbgLowBodyRawFloor,dbgSubBodyRatioThreshold,dbgSupportDominanceThreshold,dbgContamNormMax,dbgContamWeightedMax,dbgStrongCoreNormThreshold,dbgCoreRawRatioThreshold,dbgSubOverAvgThreshold,dbgCoreOverAvgThreshold,dbgSupportOverAvgThreshold,ts_epoch,ts_rel
0.010635,0.020615,0.035034,0.04129,0.064499,0.030899,0.593369,0.579392,0.052567,0.03627,0.036224,0.032501,0.137909,0.037628,0.024673,0.058182,0.021286,0.022491,0.015503,0.016434,0.007645,0.006943,0.010544,0.011475,0.017532,0.019577,0.01561,0.013809,0.015411,0.014954,0.025436,0.026062,0.214127,0.022095,0.147385,0.013214,0.022095,0.130951,0.013214,0.126862,0.707047,0.593964,0.074554,15.38531,15.38531,0.126862,0.559769,0.593964,1.118744,0.054398,0.146896,0.263611,0.406158,0.891449,0.776215,0.174164,0.20845,0.022247,0.150436,0.064545,0.20462,15.38531,1,0,0,1,0,0,0,1,0,0,0,-5238.192,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301069.6250596,5.187319040298462
0.016281,0.003906,0.008499,0.044205,0.0354,0.04129,0.554611,0.641861,0.038773,0.065338,0.025391,0.031586,0.170441,0.059875,0.025696,0.063248,0.046509,0.018829,0.029877,0.018372,0.009064,0.009933,0.011597,0.01178,0.017029,0.018372,0.016876,0.013428,0.007813,0.010834,0.026855,0.032349,0.219894,0.012772,0.170349,0.013535,0.012772,0.108902,0.013535,0.075562,0.842056,0.626846,0,13.31131,13.31131,0.075562,0.47966,0.626846,0.831039,0.052643,0.145294,0.260162,0.242599,0.749527,0.696823,0.169022,0.202301,0.021591,0.07547,0.074615,0.18129,13.31131,1,1,0,1,0,0,0,1,0,0,0,-5157.41,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301069.733535,5.295794486999512
0.01001,0.023804,0.0354,0.091858,0.093811,0.063553,0.358032,0.56221,0.160889,0.167679,0.128372,0.111328,0.043015,0.043961,0.068619,0.016403,0.025055,0.023773,0.016708,0.020279,0.018936,0.018539,0.017151,0.023285,0.02449,0.019897,0.017944,0.014938,0.016052,0.015869,0.017166,0.029495,0.202652,0.023071,0.226089,0.02066,0.023071,0.111069,0.02066,0.144913,1,1,0.300537,10.28087,10.28087,0.144913,0.519394,1,1.643112,0.049606,0.141891,0.254776,0.465073,0.782761,0.837036,0.159195,0.226089,0.02066,0.102402,0.096832,0.213257,10.28087,1,1,0,0,0,0,0,1,0,0,0,-5081.355,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301069.8087318,5.370991230010986
0.056168,0.055771,0.12796,0.084763,0.2827,0.223602,0.058838,0.150131,0.171661,0.097015,0.085312,0.078506,0.06813,0.056107,0.016861,0.03476,0.02861,0.041519,0.024826,0.031982,0.019135,0.016403,0.012772,0.023361,0.0224,0.029114,0.017044,0.016617,0.01326,0.021118,0.030243,0.039612,0.194733,0.074982,0.170776,0.027679,0.074982,0.152954,0.027679,0.485321,0.77829,1,0.217606,10.36263,10.36263,0.485321,0.737,1,1.375977,0.050644,0.142334,0.256134,1.48056,1.0746,1.123184,0.154495,0.219421,0.027679,0.439362,0.096176,0.287689,10.36263,1,1,1,0,0,0,0,1,0,0,0,-5005.025,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301069.884777,5.447036504745483
0.065826,0.074966,0.052414,0.163528,0.074936,0.196671,0.583878,0.140427,0.179123,0.065201,0.073166,0.053406,0.061096,0.034195,0.028351,0.028015,0.010162,0.009384,0.010422,0.01593,0.012604,0.006897,0.006561,0.008179,0.019882,0.018799,0.012482,0.010834,0.011047,0.009628,0.03035,0.035187,0.193161,0.064392,0.102264,0.012054,0.064392,0.191055,0.012054,0.44252,0.494782,0.462524,0.095993,23.98492,23.98492,0.44252,0.977356,0.462524,1.075684,0.05275,0.145737,0.260574,1.220703,1.310959,1.11763,0.145508,0.20668,0.026062,0.62999,0.041367,0.291229,23.98492,1,0,0,1,0,0,0,1,0,0,0,-4919.495,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301069.96298,5.52523946762085
0.043076,0.011276,0.019775,0.089005,0.067108,0.360275,0.105469,0.511414,0.377426,0.0961,0.130692,0.113586,0.09108,0.052383,0.066635,0.051651,0.046341,0.037262,0.028351,0.033386,0.026642,0.024658,0.014893,0.012268,0.014816,0.016724,0.013474,0.012177,0.00972,0.010483,0.010117,0.010193,0.217896,0.049469,0.135513,0.033508,0.049469,0.1474,0.033508,0.360931,0.696106,1,0.073975,7.273376,7.273376,0.360931,0.800583,1,1.068573,0.053436,0.145477,0.259125,0.925751,1.013214,0.942749,0.137054,0.194672,0.033508,0.365463,0.1371,0.244293,7.273376,1,1,0,0,0,0,0,1,0,0,0,-4810.177,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.0467806,5.609040021896362
0.033035,0.042236,0.045181,0.056351,0.215393,0.120224,0.319305,0.625061,0.126266,0.073257,0.150803,0.102707,0.095306,0.058838,0.044601,0.063385,0.060059,0.023071,0.03244,0.027603,0.018539,0.021439,0.012421,0.012222,0.009567,0.012115,0.009323,0.00882,0.006561,0.006409,0.008835,0.013977,0.198212,0.039413,0.207047,0.015198,0.039413,0.122925,0.015198,0.305313,0.867798,0.481613,0.099869,15.36227,15.36227,0.305313,0.708832,0.481613,1.128754,0.051682,0.143051,0.2565,0.762619,0.859299,0.915344,0.129089,0.238586,0.031555,0.190704,0.064697,0.234787,15.36227,1,0,0,1,0,0,0,1,0,0,0,-4733.901,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.1553564,5.717615842819214
0.037888,0.067459,0.049927,0.09758,0.255127,0.239975,0.470444,0.640076,0.137817,0.111038,0.094162,0.108566,0.121368,0.041977,0.071426,0.054703,0.032501,0.030579,0.025223,0.017212,0.011307,0.010864,0.007339,0.011475,0.014938,0.012009,0.013184,0.010513,0.013504,0.018097,0.024155,0.024124,0.222153,0.026459,0.270462,0.00943,0.026459,0.107071,0.00943,0.211197,1,0.307907,0,23.97435,23.97435,0.211197,0.636169,0.307907,0.870377,0.050613,0.141541,0.255295,0.522751,0.756454,0.893784,0.125275,0.270462,0.030624,0.098129,0.041306,0.22818,23.97435,1,0,0,1,0,0,0,1,0,0,0,-4648.206,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.239262,5.80152153968811
0.049194,0.04715,0.037598,0.153549,0.432587,0.126617,0.075775,0.183746,0.065811,0.126587,0.098648,0.033279,0.050858,0.030273,0.025146,0.007172,0.008514,0.010773,0.008621,0.006454,0.008179,0.008224,0.00737,0.006622,0.015274,0.009613,0.013977,0.013657,0.008636,0.011887,0.020813,0.029877,0.202759,0.044647,0.101608,0.009415,0.044647,0.145538,0.009415,0.389862,0.410934,0.336594,0.134155,23.75601,23.75601,0.389862,0.785339,0.336594,1.169586,0.049713,0.143097,0.256256,0.898087,1.017059,0.880905,0.114517,0.247253,0.027969,0.439896,0.041687,0.225739,23.75601,1,0,0,1,0,0,0,1,0,0,0,-4538.909,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.3159,5.878159523010254
0.040833,0.05011,0.033737,0.0578,0.244461,0.098221,0.652618,0.206543,0.152588,0.100113,0.137787,0.134659,0.098312,0.070648,0.068939,0.029388,0.038132,0.026962,0.015533,0.011154,0.008118,0.006104,0.003616,0.00293,0.002975,0.007751,0.007858,0.006989,0.007278,0.016052,0.021973,0.03894,0.21553,0.067993,0.151474,0.006363,0.067993,0.227707,0.006363,0.611832,0.631241,0.23439,0.214661,54.04018,54.04018,0.611832,1,0.23439,1.563599,0.050461,0.146606,0.260086,1.347443,1.553177,1.340744,0.11113,0.23996,0.027145,0.449204,0.018234,0.348709,54.04018,1,0,1,1,0,0,0,1,0,0,0,-4462.856,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.426694,5.988953351974487
0.072113,0.055023,0.075089,0.190002,0.196793,0.09726,0.317825,0.385422,0.121368,0.040833,0.085693,0.122284,0.086472,0.063278,0.060745,0.057495,0.040833,0.045563,0.026016,0.025772,0.016174,0.014221,0.011124,0.008408,0.007416,0.006729,0.005692,0.003616,0.004898,0.005554,0.006714,0.005356,0.217026,0.067398,0.151108,0.009567,0.067398,0.155319,0.009567,0.643967,0.668579,0.374313,0,28.54185,28.54185,0.643967,0.724167,0.374313,0.945816,0.050415,0.147644,0.259735,1.336853,1.051971,1.061035,0.10466,0.226013,0.025558,0.44635,0.034698,0.275589,28.54185,1,0,1,1,0,0,0,1,0,0,0,-4386.664,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.5020845,6.0643439292907715
0.023163,0.028641,0.019485,0.091217,0.104218,0.108521,0.409119,0.493637,0.233444,0.040283,0.069473,0.05101,0.055298,0.065338,0.079773,0.08429,0.038345,0.049942,0.026886,0.015869,0.009293,0.011566,0.007538,0.006363,0.006866,0.006897,0.00502,0.006561,0.004395,0.006348,0.006027,0.008179,0.188736,0.046402,0.19487,0.007233,0.046402,0.176483,0.007233,0.470734,0.818954,0.300568,0.090836,39.75417,39.75417,0.470734,0.87355,0.300568,1.08255,0.049942,0.149414,0.262299,0.929108,1.181168,1.109711,0.098572,0.237946,0.024063,0.238464,0.024826,0.291077,39.75417,1,0,0,1,0,0,0,1,0,0,0,-4267.844,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.592841,6.155100345611572
0.053833,0.029846,0.058029,0.128815,0.058014,0.318802,0.167999,0.533447,0.209808,0.058151,0.189774,0.129089,0.125198,0.054169,0.056442,0.046906,0.026398,0.046921,0.021759,0.023895,0.014969,0.015732,0.014343,0.020569,0.018494,0.020203,0.014755,0.010147,0.010666,0.013687,0.015564,0.018784,0.199982,0.047226,0.224045,0.017868,0.047226,0.126907,0.017868,0.508698,0.99498,0.722839,0,14.06627,14.06627,0.508698,0.666901,0.722839,0.929367,0.048401,0.147934,0.260681,0.975723,0.857864,0.968735,0.092834,0.225174,0.024719,0.211105,0.070724,0.252533,14.06627,1,1,0,1,0,0,0,1,0,0,0,-4182.272,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.7078192,6.270078659057617
0.009521,0.061737,0.305923,0.375793,0.106079,0.242355,0.484146,0.427734,0.086975,0.170593,0.144577,0.129028,0.074722,0.070084,0.053818,0.061462,0.034576,0.025101,0.020462,0.016739,0.0103,0.005478,0.005417,0.005219,0.004013,0.004318,0.004456,0.005173,0.004837,0.004089,0.004883,0.006454,0.203964,0.125717,0.191772,0.004883,0.125717,0.262665,0.004883,1,0.90416,0.209824,0.015121,91.58588,91.58588,1,1,0.209824,1.44339,0.053024,0.154053,0.270538,2.370926,1.705017,1.68364,0.125717,0.212097,0.02327,0.655716,0.010712,0.45549,91.58588,1,0,1,1,0,0,0,1,0,0,0,-4091.979,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.7952044,6.357463836669922
0.028717,0.071426,0.179886,0.265793,0.149185,0.187531,0.350601,0.332809,0.051529,0.215912,0.152969,0.134125,0.143173,0.065094,0.072037,0.048584,0.037216,0.037582,0.023438,0.021881,0.017929,0.012985,0.013992,0.011307,0.009384,0.008575,0.008759,0.006332,0.007629,0.004929,0.004715,0.005692,0.212326,0.093338,0.17746,0.011246,0.093338,0.200729,0.011246,0.768173,0.888321,0.513229,0.028671,31.42395,31.42395,0.768173,0.811325,0.513229,1.005569,0.057556,0.157776,0.278503,1.621674,1.272232,1.27887,0.121506,0.199768,0.021912,0.526199,0.031555,0.356171,31.42395,1,0,1,1,0,0,0,1,0,0,0,-3991.467,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.8721747,6.434434175491333
0.02774,0.062317,0.024323,0.307556,0.019333,0.230591,0.070908,0.247757,0.203278,0.206207,0.135132,0.105392,0.088791,0.06929,0.050613,0.045258,0.034866,0.014893,0.018829,0.019012,0.018433,0.013138,0.008652,0.009079,0.006409,0.007584,0.005371,0.002838,0.003494,0.005798,0.003448,0.007584,0.189865,0.062103,0.096909,0.008636,0.062103,0.139038,0.008636,0.526642,0.499832,0.406311,0,26.94055,26.94055,0.526642,0.579041,0.406311,0.692337,0.057724,0.156982,0.276672,1.075851,0.885681,0.849533,0.11792,0.193878,0.021255,0.641174,0.036728,0.235046,26.94055,1,0,0,1,0,0,0,1,0,0,0,-3901.623,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301070.980378,6.542637348175049
0.030258,0.069397,0.059433,0.384628,0.041031,0.279587,0.209427,0.163483,0.082596,0.151352,0.134384,0.072266,0.068451,0.070847,0.021576,0.031601,0.030746,0.025574,0.020432,0.01825,0.011093,0.009338,0.006561,0.005615,0.007172,0.007431,0.006226,0.005936,0.005127,0.008423,0.009872,0.016159,0.195404,0.07489,0.107819,0.006485,0.07489,0.198273,0.006485,0.674255,0.590454,0.324173,0.045349,47.28537,47.28537,0.674255,0.876663,0.324173,1.02298,0.058502,0.160141,0.278976,1.280121,1.238098,1.114365,0.111069,0.182602,0.020004,0.69484,0.020844,0.310883,47.28537,1,0,1,1,0,0,0,1,0,0,0,-3820.787,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.0699859,6.632245302200317
0.047409,0.103058,0.051636,0.399384,0.129517,0.247757,0.193985,0.120605,0.111572,0.287247,0.1586,0.082611,0.086914,0.060303,0.079254,0.060211,0.02356,0.037384,0.02565,0.02861,0.025742,0.019257,0.017471,0.020721,0.015625,0.011139,0.008301,0.006348,0.0065,0.005219,0.008972,0.007797,0.21283,0.067368,0.152115,0.01683,0.067368,0.187546,0.01683,0.644043,0.884476,0.755478,0.076904,18.2146,18.2146,0.644043,0.880371,0.755478,1.062866,0.05867,0.161896,0.280228,1.148239,1.158432,1.099579,0.104599,0.171982,0.022278,0.443207,0.054596,0.308136,18.2146,1,1,1,1,0,0,0,1,0,0,0,-3744.752,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.1449144,6.707173824310303
0.014984,0.0354,0.056686,0.34227,0.060547,0.1707,0.272034,0.256424,0.175659,0.222198,0.170166,0.156067,0.068985,0.043213,0.034424,0.071457,0.04808,0.029007,0.0233,0.017639,0.017838,0.015778,0.013474,0.013397,0.017227,0.011108,0.00798,0.004395,0.003784,0.003723,0.00415,0.005615,0.193451,0.062286,0.126923,0.013016,0.062286,0.176102,0.013016,0.613556,0.760391,0.601975,0,21.58322,21.58322,0.613556,0.851791,0.601975,0.938507,0.058807,0.162476,0.280319,1.059158,1.083862,1.008865,0.101517,0.166916,0.021622,0.491104,0.046005,0.282806,21.58322,1,0,0,1,0,0,0,1,0,0,0,-3654.179,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.230737,6.792996406555176
0.012451,0.037735,0.106354,0.150146,0.244568,0.255859,0.314682,0.248856,0.168198,0.06427,0.073746,0.072311,0.06488,0.053833,0.024673,0.020065,0.021729,0.015625,0.012253,0.015396,0.016617,0.011368,0.005524,0.013336,0.011047,0.008148,0.004974,0.005219,0.004684,0.004944,0.007095,0.005417,0.208405,0.104004,0.120636,0.009201,0.104004,0.182404,0.009201,1,0.633896,0.452011,0.157913,35.37274,35.37274,1,0.936752,0.452011,1.16658,0.059738,0.163025,0.281525,1.740982,1.118866,1.167252,0.104004,0.190308,0.020355,0.862228,0.027985,0.328613,35.37274,1,0,1,1,0,0,0,1,0,0,0,-3549.636,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.3112483,6.873507738113403
0.063187,0.078857,0.082062,0.237457,0.042099,0.288025,0.292358,0.403961,0.132202,0.143845,0.1707,0.130585,0.129318,0.083755,0.053482,0.051605,0.041992,0.016739,0.023804,0.026093,0.017838,0.014404,0.016052,0.018906,0.020065,0.017044,0.012817,0.008102,0.007111,0.005692,0.009369,0.007416,0.207657,0.079407,0.201187,0.013779,0.079407,0.173279,0.013779,0.810577,1,0.719513,0,23.30032,23.30032,0.810577,0.944748,0.719513,0.936722,0.060211,0.164291,0.283218,1.318802,1.054703,1.140778,0.097961,0.201187,0.01915,0.394959,0.042633,0.32309,23.30032,1,1,1,1,0,0,0,1,0,0,0,-3468.837,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.4200876,6.982347011566162
0.016357,0.033127,0.04155,0.189224,0.144714,0.245544,0.326386,0.367004,0.187302,0.147308,0.164185,0.05098,0.12796,0.06781,0.041763,0.053757,0.048019,0.044434,0.023727,0.032578,0.027008,0.0121,0.023941,0.01239,0.036713,0.028793,0.026566,0.025131,0.020172,0.034973,0.063263,0.050507,0.199692,0.030334,0.18335,0.022781,0.030334,0.163422,0.022781,0.328812,0.967545,0.836868,0.106064,11.28018,11.28018,0.328812,0.945938,0.836868,1.092407,0.058853,0.163651,0.281418,0.515411,0.998596,0.916489,0.092255,0.189499,0.027222,0.165848,0.088287,0.257919,11.28018,1,1,0,0,0,0,0,1,0,0,0,-3388.028,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.4980047,7.0602641105651855
0.008667,0.039017,0.217072,0.504913,0.043793,0.068436,0.181656,0.199524,0.06015,0.02507,0.134644,0.073151,0.046188,0.041275,0.017334,0.010147,0.024704,0.00943,0.012741,0.015869,0.011749,0.005447,0.004837,0.008591,0.006699,0.011246,0.005554,0.005173,0.00296,0.002487,0.002243,0.003784,0.121826,0.088242,0.098495,0.007355,0.088242,0.175812,0.007355,1,0.568558,0.2957,0.001801,40.10245,40.10245,1,0.987564,0.2957,0.971741,0.060623,0.165756,0.283035,1.455566,1.060654,1.054718,0.088242,0.173233,0.024872,0.895981,0.024628,0.298523,40.10245,1,0,1,1,0,0,0,1,0,0,0,-3235.909,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.5784276,7.140686988830566
0.010605,0.049744,0.088211,0.081848,0.102066,0.221039,0.213532,0.232697,0.066772,0.063721,0.115967,0.123047,0.067947,0.092484,0.0578,0.068619,0.064529,0.019028,0.036621,0.025375,0.013977,0.011734,0.011917,0.012802,0.01001,0.009338,0.009384,0.011032,0.013504,0.010056,0.012985,0.016602,0.204941,0.067886,0.205109,0.011551,0.067886,0.200516,0.011551,0.792755,1,0.478806,0.012436,29.22673,29.22673,0.792755,1,0.478806,1.139908,0.060913,0.167191,0.2854,1.114471,1.19931,1.191925,0.085632,0.205109,0.024124,0.331268,0.033936,0.340179,29.22673,1,0,1,1,0,0,0,1,0,0,0,-3159.885,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.7283046,7.290564060211182
0.02475,0.004807,0.05217,0.218445,0.314224,0.289948,0.214127,0.094315,0.142624,0.106415,0.04274,0.071838,0.033813,0.028915,0.017853,0.021317,0.03093,0.033783,0.021957,0.026627,0.026398,0.022293,0.015427,0.022858,0.019333,0.021851,0.027863,0.026947,0.046097,0.056686,0.104401,0.07312,0.1996,0.027237,0.091583,0.02034,0.027237,0.182282,0.02034,0.348007,0.488434,0.923126,0,11.82747,11.82747,0.348007,0.815704,0.923126,0.791321,0.059479,0.170486,0.285172,0.457916,1.069183,0.847061,0.078262,0.1875,0.022034,0.298096,0.084167,0.241562,11.82747,1,1,0,0,0,0,0,1,0,0,0,-3036.295,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.8101966,7.372456073760986
0.007416,0.016052,0.046875,0.267975,0.401413,0.155624,0.366882,0.165894,0.123581,0.12056,0.037201,0.066071,0.066162,0.050598,0.036072,0.039841,0.039413,0.016998,0.033707,0.046936,0.023834,0.014984,0.017227,0.019043,0.02475,0.038864,0.019104,0.025894,0.024948,0.05162,0.040039,0.068176,0.203552,0.034088,0.106827,0.028214,0.034088,0.167633,0.028214,0.448853,0.587036,1,0,8.450668,8.450668,0.448853,0.772949,1,0.919174,0.058411,0.170349,0.283234,0.583588,0.984055,0.844193,0.075943,0.181976,0.028214,0.319672,0.11795,0.239105,8.450668,1,1,0,0,0,0,0,1,0,0,0,-2950.762,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301071.9312336,7.49349308013916
0.034592,0.024017,0.046921,0.050842,0.107712,0.078491,0.5112,0.570618,0.165985,0.072113,0.054871,0.129791,0.063324,0.080063,0.070007,0.036362,0.053467,0.027191,0.025131,0.017532,0.013748,0.016251,0.01059,0.007904,0.007706,0.006348,0.004395,0.003967,0.005676,0.005798,0.010696,0.010956,0.218246,0.044189,0.196045,0.010345,0.044189,0.153137,0.010345,0.636749,0.835968,0.401413,0.328506,25.4883,25.4883,0.636749,0.723724,0.401413,1.77533,0.05777,0.168304,0.28241,0.764923,0.909882,0.941635,0.069397,0.234512,0.025772,0.225754,0.038879,0.26593,25.4883,1,0,0,1,0,0,0,1,0,0,0,-2798.439,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301072.0146124,7.576871871948242
0.027283,0.024277,0.0121,0.059265,0.086029,0.090302,0.448334,0.562164,0.169861,0.177002,0.154785,0.061584,0.120102,0.073547,0.066116,0.050385,0.034851,0.037445,0.026901,0.023529,0.01265,0.010193,0.010147,0.008652,0.005417,0.006729,0.004395,0.003662,0.003967,0.004547,0.006378,0.00676,0.198059,0.040436,0.17659,0.0065,0.040436,0.144501,0.0065,0.637466,0.823746,0.276077,0.081284,37.44444,37.44444,0.637466,0.74707,0.276077,1.088242,0.054779,0.164291,0.276611,0.738159,0.879532,0.891983,0.063431,0.214371,0.023544,0.22937,0.026321,0.246735,37.44444,1,0,0,1,0,0,0,1,0,0,0,-2660.173,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301072.1675632,7.729822635650635
0.039871,0.022568,0.103363,0.331528,0.067947,0.307266,0.375732,0.169617,0.145477,0.015137,0.046448,0.057373,0.028412,0.018951,0.050278,0.037842,0.023361,0.034531,0.042862,0.028091,0.017334,0.020752,0.025024,0.027435,0.036713,0.035248,0.021622,0.016281,0.015228,0.03186,0.033524,0.038132,0.166519,0.058533,0.129608,0.020065,0.058533,0.191666,0.020065,1,0.629974,0.913193,0,14.66692,14.66692,1,0.915054,0.913193,0.887695,0.051727,0.163773,0.272263,1.131561,1.170303,1.08551,0.058533,0.205734,0.021973,0.451996,0.067856,0.295548,14.66692,1,1,0,1,0,0,0,1,0,0,0,-2474.969,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301072.3144841,7.87674355506897
0.013687,0.012268,0.134064,0.340973,0.064178,0.116196,0.328568,0.331528,0.223206,0.069687,0.078506,0.02594,0.015854,0.036621,0.013275,0.021454,0.026657,0.010147,0.069595,0.048141,0.026657,0.020462,0.03714,0.057968,0.03537,0.070648,0.038879,0.035416,0.024368,0.026413,0.036972,0.061417,0.157318,0.091492,0.116043,0.031296,0.091492,0.165878,0.031296,1,0.581192,1,0,9.496353,9.496353,1,0.81601,1,0.865036,0.05336,0.163834,0.273315,1.7146,1.012466,1.09021,0.091492,0.199661,0.031296,0.78859,0.104996,0.297974,9.496353,1,1,1,0,0,0,0,1,0,0,0,-2398.951,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301072.493759,8.056018352508545
0.034622,0.0336,0.150101,0.182053,0.132584,0.208908,0.126251,0.08783,0.145996,0.078369,0.149582,0.092361,0.067322,0.045593,0.053116,0.029282,0.035446,0.028061,0.020355,0.017426,0.011826,0.008514,0.008301,0.009567,0.00885,0.008286,0.007538,0.00882,0.008118,0.007278,0.005859,0.012054,0.214706,0.045685,0.123459,0.028442,0.045685,0.120056,0.028442,0.530182,0.656464,0.661453,0,7.325668,7.325668,0.530182,0.627029,0.661453,0.722687,0.053009,0.162064,0.270493,0.861816,0.740784,0.77243,0.086166,0.188065,0.042999,0.370499,0.136063,0.208939,7.325668,1,1,0,0,0,0,0,1,0,0,0,-2322.907,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301072.5664966,8.128756046295166
