frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgSubRaw,dbgCoreRaw,dbgContamRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSubNorm,dbgCoreNorm,dbgContamNorm,dbgCoreRawRatio,dbgSubAvg,dbgCoreAvg,dbgSupportAvg,dbgSubOverAvg,dbgCoreOverAvg,dbgSupportOverAvg,dbgSupportRawRatio,dbgLowPeak,dbgBodyPeak,dbgHighPeak,dbgSubBodyRatio,dbgContamWeighted,dbgSupportRaw,dbgSupportDominance,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,dbgPendingActive,dbgPendingAgeMs,dbgRefractoryLeftMs,dbgPulseAgeMs,dbgPulse,dbgDetectorTickMs,dbgOnsetThreshold,dbgPeakPickWindowMs,dbgRefractoryMs,dbgEnergyFloor,dbgLowRawFloor,dbgLowBodyRawFloor,dbgSubBodyRatioThreshold,dbgSupportDominanceThreshold,dbgContamNormMax,dbgContamWeightedMax,dbgStrongCoreNormThreshold,dbgCoreRawRatioThreshold,dbgSubOverAvgThreshold,dbgCoreOverAvgThreshold,dbgSupportOverAvgThreshold,dbgSupportRawRatioThreshold,ts_epoch,ts_rel
0.002396,0.002197,0.00296,0.013535,0.013397,0.014389,0.009415,0.037598,0.076935,0.015579,0.04628,0.019867,0.075882,0.008057,0.009171,0.04126,0.07724,0.01178,0.036896,0.043289,0.013336,0.034012,0.015198,0.032333,0.059158,0.050339,0.044952,0.007813,0.007629,0.010437,0.026382,0.035202,0.060074,0.00325,0.036499,0.035294,0.00325,0.019409,0.035294,0.472275,0.713165,0.819626,0.673386,1.003876,1.003876,0.472275,1,0.819626,2.63353,0.004654,0.010544,0.029816,0.698349,1.840805,1.188324,1.401321,0.006882,0.051178,0.04306,0.091324,0.993546,0.035431,1.003876,0,1,0,0,0,0,0,0.865189,0,0,0,9938.988,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.2055051,18.006519079208374
0.005875,0.000336,0.006638,0.023285,0.018463,0.026535,0.02034,0.040085,0.099762,0.0186,0.08815,0.013123,0.042908,0.018555,0.009079,0.021408,0.085251,0.004639,0.046814,0.088181,0.023651,0.039505,0.012482,0.01416,0.040787,0.035278,0.017334,0.010361,0.007767,0.009628,0.019943,0.026932,0.069946,0.004959,0.047272,0.047012,0.004959,0.017868,0.047012,0.766495,0.980682,1,0.666687,0.837692,0.837692,0.766495,0.978272,1,2.152573,0.004578,0.01088,0.030197,1.083328,1.642349,1.30368,1.296478,0.00647,0.048203,0.047012,0.106628,1.191406,0.039368,0.837692,0,1,0,0,0,0,0,0.865189,0,0,0,10034.05,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.2940433,18.095057249069214
0.003937,0.004196,0.00415,0.034256,0.028488,0.011307,0.035141,0.017258,0.12587,0.010559,0.062057,0.009674,0.053604,0.01001,0.007813,0.013977,0.079865,0.004013,0.031265,0.229157,0.019821,0.022141,0.012253,0.042969,0.071121,0.089905,0.066711,0.036209,0.009537,0.010559,0.031448,0.047745,0.089722,0.004089,0.045074,0.047668,0.004089,0.019577,0.047668,0.652054,0.993271,1,0.5,0.827469,0.827469,0.652054,1,1,1.568451,0.004608,0.01149,0.03093,0.887405,1.703842,1.27478,0.992691,0.006271,0.04538,0.047668,0.09256,1.206177,0.039429,0.827469,0,1,0,0,0,0,0,0.865189,0,0,0,10110.08,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.3912835,18.19229745864868
0.003693,0.001999,0.007523,0.036896,0.039551,0.013687,0.004395,0.010834,0.145325,0.019547,0.050797,0.009735,0.118546,0.010376,0.012009,0.025467,0.150848,0.01059,0.012115,0.074402,0.020508,0.033875,0.017151,0.052765,0.033798,0.049652,0.035965,0.042221,0.020157,0.019333,0.018372,0.027222,0.075424,0.003479,0.060043,0.033081,0.003479,0.030121,0.033081,0.572861,1,0.715271,0.5,1.649033,1.649033,0.572861,1,0.715271,2.183624,0.004547,0.012253,0.031906,0.765091,2.458267,1.711609,1.381851,0.006073,0.060043,0.046249,0.059372,0.604736,0.054611,1.649033,0,1,0,0,0,0,0,0.865189,0,0,0,10186.12,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.468796,18.26980996131897
0.005127,0.002502,0.000977,0.039734,0.03923,0.020325,0.055679,0.035126,0.11438,0.018906,0.045364,0.015839,0.068024,0.009003,0.005127,0.029373,0.082047,0.008591,0.028595,0.0513,0.021149,0.044357,0.013107,0.042313,0.034851,0.041748,0.037231,0.036133,0.013474,0.011398,0.014053,0.021759,0.067215,0.002869,0.045914,0.035263,0.002869,0.026398,0.035263,0.50267,0.81192,0.74765,0.624588,1.284851,1.284851,0.50267,0.931107,0.74765,2.091888,0.004395,0.013031,0.032684,0.652771,2.025757,1.387009,1.179901,0.005707,0.056549,0.047165,0.064331,0.776276,0.045334,1.284851,0,1,0,0,0,0,0,0.865189,0,0,0,10266.91,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.5428705,18.343884468078613
0.009903,0.008102,0.001999,0.021408,0.027435,0.026566,0.106537,0.053177,0.092789,0.022919,0.078278,0.008072,0.075821,0.020782,0.004089,0.043091,0.072128,0.026367,0.030396,0.116455,0.021683,0.05101,0.021255,0.029846,0.049225,0.044678,0.047363,0.023514,0.026733,0.022705,0.023972,0.036438,0.077316,0.006668,0.051041,0.0392,0.006668,0.031998,0.0392,1,0.95845,0.882813,0.723526,1.440765,1.440765,1,1,0.882813,2.982925,0.00444,0.013885,0.033752,1.501709,2.304382,1.6745,1.597916,0.006668,0.053253,0.044403,0.132187,0.692444,0.056519,1.440765,0,1,0,0,0,0,0,0.865189,0,0,0,10357.5,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.629065,18.430078983306885
0.004089,0.002396,0.01001,0.031006,0.031158,0.017517,0.001709,0.019135,0.113434,0.046066,0.045853,0.036774,0.116058,0.020782,0.004898,0.033157,0.106094,0.072266,0.035812,0.178345,0.038818,0.049515,0.019867,0.06131,0.022156,0.0354,0.049881,0.027832,0.027405,0.02626,0.01416,0.01915,0.08371,0.005493,0.052246,0.037643,0.005493,0.015625,0.037643,0.8759,1,0.90036,0.117264,1.046494,1.046494,0.8759,0.518478,0.90036,0.891205,0.004456,0.014374,0.034332,1.232864,1.087036,1.147552,0.90596,0.006271,0.052246,0.041809,0.106705,0.953232,0.039398,1.046494,0,1,0,0,0,0,0,0.865189,0,0,0,10452.53,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.714178,18.51519203186035
0.002594,0.003601,0.004547,0.060883,0.052444,0.023529,0.013687,0.074265,0.194809,0.029022,0.036453,0.016937,0.070297,0.016052,0.007584,0.014954,0.095123,0.064484,0.043167,0.073334,0.092453,0.038727,0.029282,0.066177,0.028107,0.102676,0.024704,0.037628,0.043945,0.020584,0.036346,0.061203,0.088135,0.004257,0.051529,0.03183,0.004257,0.024872,0.03183,0.722794,0.83403,0.665176,0.5625,1.479919,1.479919,0.722794,0.903534,0.665176,1.825302,0.004471,0.015198,0.035843,0.95221,1.636536,1.315445,1.047089,0.00589,0.061783,0.047852,0.084244,0.673767,0.04715,1.479919,0,1,0,0,0,0,0,0.865189,0,0,0,10628.34,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300590.8132787,18.61429262161255
0.00177,0.001312,0.005402,0.043594,0.047119,0.024948,0.036514,0.021484,0.193573,0.014954,0.033066,0.016434,0.158966,0.063385,0.008331,0.017532,0.105118,0.089218,0.028687,0.099472,0.037369,0.027023,0.01976,0.074997,0.023376,0.046509,0.027267,0.025131,0.029434,0.027863,0.017044,0.031769,0.091888,0.007904,0.073792,0.033783,0.007904,0.044067,0.033783,1,1,0.772491,0.62915,2.299088,2.299088,1,1,0.772491,2.517868,0.004486,0.017487,0.03923,1.761902,2.520065,1.98288,1.516357,0.007904,0.073792,0.043732,0.108215,0.433777,0.077789,2.299088,0,1,0,0,0,0,0,0.865189,0,0,0,10794.74,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.00645,18.807463884353638
0.00177,0.003662,0.003662,0.02713,0.043106,0.05043,0.103577,0.073807,0.180389,0.009216,0.013107,0.014648,0.084351,0.036224,0.008499,0.023849,0.073807,0.115845,0.032486,0.088364,0.020004,0.031921,0.030899,0.040909,0.031067,0.038696,0.039764,0.02594,0.019577,0.018158,0.017395,0.036865,0.084991,0.003662,0.084442,0.031509,0.003662,0.05629,0.031509,0.492813,1,0.765091,0.690414,2.834854,2.834854,0.492813,1,0.765091,3.023758,0.004349,0.01944,0.041672,0.842102,2.895599,2.147552,1.828812,0.007431,0.084442,0.041183,0.044403,0.351715,0.089493,2.834854,0,1,0,0,0,0,0,0.865189,0,0,0,10875.58,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.1568174,18.957831382751465
0.003204,0.002197,0.007339,0.02832,0.035187,0.020538,0.030457,0.045471,0.080368,0.043579,0.035004,0.007629,0.063507,0.039551,0.009323,0.026062,0.063339,0.074463,0.040833,0.080872,0.057037,0.023514,0.034607,0.093964,0.024689,0.028168,0.025055,0.031296,0.018341,0.027695,0.037918,0.026901,0.069382,0.004242,0.042404,0.040985,0.004242,0.02066,0.040985,0.606979,0.533188,0.929733,0.099243,0.969528,0.969528,0.606979,0.38974,0.929733,0.926758,0.004242,0.019943,0.041794,1,1.03595,0.950699,0.833542,0.006989,0.079529,0.044083,0.101974,1.029114,0.039734,0.969528,0,1,0,0,0,0,0,0.865189,0,0,0,10951.61,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.2325814,19.033595323562622
0.006348,0.00621,0.01181,0.025864,0.03598,0.023117,0.053238,0.041763,0.128448,0.013016,0.062103,0.009308,0.10878,0.016602,0.006348,0.013535,0.067032,0.07402,0.01265,0.056976,0.108688,0.02887,0.025345,0.080856,0.044067,0.03273,0.026871,0.013779,0.017609,0.018906,0.02623,0.021729,0.082001,0.006042,0.046906,0.058212,0.006042,0.022446,0.058212,0.891892,0.607742,1,0.241486,0.771515,0.771515,0.891892,0.436356,1,1.543533,0.004303,0.020035,0.041901,1.404251,1.120331,1.071365,1.127197,0.006775,0.077179,0.058212,0.130508,1.294083,0.044891,0.771515,0,1,0,0,0,0,0,0.865189,0,0,0,11032.38,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.3078494,19.108863353729248
0.002502,0.00528,0.004654,0.020706,0.025528,0.038605,0.073242,0.081512,0.103882,0.024628,0.031586,0.014114,0.098053,0.060562,0.006378,0.011627,0.089203,0.114182,0.035675,0.050232,0.033112,0.042099,0.029846,0.038895,0.036514,0.053726,0.029175,0.019547,0.017471,0.011353,0.02301,0.036636,0.078583,0.004135,0.051132,0.040207,0.004135,0.028,0.040207,0.649872,0.7034,0.733566,0.397614,1.243454,1.243454,0.649872,0.578125,0.733566,2.205521,0.004333,0.020264,0.042053,0.954224,1.381775,1.189392,1.314346,0.006363,0.072693,0.05481,0.082504,0.802368,0.050018,1.243454,0,1,0,0,0,0,0,0.865189,0,0,0,11113.17,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.3860116,19.187025547027588
0.009491,0.011505,0.002487,0.046173,0.040405,0.011276,0.007248,0.061096,0.103546,0.039536,0.109879,0.021072,0.095108,0.088638,0.008667,0.035278,0.089935,0.105637,0.03299,0.05336,0.060898,0.017761,0.030029,0.085526,0.029602,0.063416,0.025482,0.019485,0.018219,0.01651,0.038651,0.03212,0.084488,0.007828,0.067017,0.045258,0.007828,0.019836,0.045258,1,0.979034,0.876724,0.278915,1.129196,1.129196,1,0.434921,0.876724,1.917389,0.004486,0.020004,0.042236,1.744888,0.991608,1.210251,1.3508,0.007828,0.068451,0.05162,0.117996,0.883789,0.051117,1.129196,0,1,0,0,0,0,0,0.865189,0,0,0,11208.26,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.4912698,19.29228377342224
0.012772,0.010635,0.006592,0.028854,0.025558,0.024124,0.034119,0.033173,0.143082,0.012421,0.135468,0.019135,0.06398,0.025909,0.006882,0.016724,0.130173,0.170197,0.02417,0.053177,0.071487,0.031143,0.029037,0.118408,0.031342,0.057373,0.023911,0.024857,0.013275,0.028229,0.019043,0.039169,0.095825,0.005981,0.061081,0.038818,0.005981,0.022079,0.038818,0.788727,0.919586,0.774887,0.281509,1.272537,1.272537,0.788727,0.498962,0.774887,1.581406,0.004532,0.020081,0.042511,1.319855,1.099533,1.162598,0.965134,0.007584,0.066422,0.050095,0.099274,0.783966,0.049423,1.272537,0,1,0,0,0,0,0,0.865189,0,0,0,11298.58,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.5726216,19.3736355304718
0.010696,0.003006,0.008835,0.034409,0.035049,0.031738,0.11441,0.093399,0.174561,0.047195,0.103165,0.018326,0.04895,0.046844,0.004013,0.004791,0.042343,0.047379,0.016754,0.033127,0.061295,0.021729,0.028412,0.044327,0.044342,0.069794,0.030655,0.018646,0.029068,0.018768,0.034393,0.032791,0.083786,0.006958,0.080292,0.047943,0.006958,0.043701,0.047943,0.710266,1,0.885559,0.743073,1.641357,1.641357,0.710266,1,0.885559,2.813355,0.004822,0.021118,0.044464,1.443024,2.069351,1.771103,1.432404,0.009796,0.080292,0.054138,0.087692,0.608078,0.078751,1.641357,0,1,0,0,0,0,0,0.865189,0,0,0,11374.62,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.6576989,19.458712816238403
0.00502,0.002243,0.013535,0.055283,0.034027,0.042511,0.095428,0.049942,0.112106,0.011093,0.019531,0.01059,0.055328,0.06395,0.00563,0.030533,0.06926,0.090866,0.038834,0.077133,0.065613,0.02153,0.022156,0.026794,0.078506,0.050491,0.036224,0.018021,0.016815,0.010361,0.036057,0.030975,0.087997,0.004654,0.069962,0.048615,0.004654,0.018997,0.048615,0.504959,0.92514,0.953598,0.261002,0.98996,0.98996,0.504959,0.461609,0.953598,1.583969,0.004883,0.020828,0.044525,0.953125,0.912079,1.080872,1.11409,0.009216,0.075623,0.05098,0.067734,1.008224,0.048126,0.98996,0,1,0,0,0,0,0,0.865189,0,0,0,11488.66,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.7318377,19.532851696014404
0.00087,0.001236,0.018646,0.046844,0.030472,0.014984,0.119629,0.110184,0.141068,0.0495,0.032471,0.030365,0.095123,0.135208,0.015137,0.019867,0.051712,0.12085,0.019318,0.055023,0.073059,0.014313,0.043304,0.025467,0.066772,0.080261,0.033936,0.016785,0.022552,0.013214,0.017365,0.022354,0.102844,0.004471,0.055664,0.058884,0.004471,0.020554,0.058884,0.515839,0.781479,1,0.023102,0.756012,0.756012,0.515839,0.523102,1,0.723022,0.004913,0.021576,0.045181,0.909927,0.952606,0.984802,0.720703,0.008667,0.071228,0.058884,0.081818,1.320663,0.044495,0.756012,0,1,0,0,0,0,0,0.865189,0,0,0,11564.7,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.8451993,19.64621329307556
0.008743,0.005066,0.012558,0.042389,0.050461,0.030304,0.086624,0.057632,0.185303,0.036896,0.018143,0.011673,0.046951,0.053406,0.005524,0.009354,0.076752,0.121857,0.021744,0.033463,0.044296,0.026016,0.059616,0.028534,0.05188,0.091156,0.034851,0.013885,0.020432,0.013687,0.036087,0.045425,0.090607,0.008789,0.06192,0.051437,0.008789,0.037888,0.051437,1,0.628265,0.927628,0.375824,1.328094,1.328094,1,0.875824,0.927628,1.210617,0.005188,0.023148,0.047852,1.694107,1.63678,1.428238,0.769318,0.008789,0.098557,0.05545,0.143204,0.751602,0.068344,1.328094,0,1,0,0,0,0,0,0.865189,0,0,0,11655.04,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300591.9263537,19.727367639541626
0.000244,0.00296,0.010696,0.035385,0.067825,0.066696,0.101151,0.158447,0.087646,0.101395,0.019669,0.018036,0.050751,0.057449,0.010254,0.021622,0.027222,0.059845,0.042542,0.050232,0.097031,0.029297,0.039017,0.024933,0.035812,0.079178,0.038467,0.017471,0.021805,0.023941,0.028305,0.035187,0.097641,0.003998,0.070465,0.043198,0.003998,0.033661,0.043198,0.468689,0.736755,0.802887,0.363968,1.44165,1.44165,0.468689,0.80188,0.802887,1.264908,0.005112,0.02356,0.048447,0.782089,1.428741,1.286285,0.910584,0.00853,0.095642,0.053802,0.057953,0.692169,0.062317,1.44165,0,1,0,0,0,0,0,0.865189,0,0,0,11731.07,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.0124776,19.813491582870483
0.005875,0.004318,0.012039,0.018631,0.021149,0.018356,0.011719,0.021683,0.05394,0.046631,0.032959,0.023026,0.08461,0.073364,0.008789,0.032776,0.063477,0.080185,0.026855,0.043213,0.077942,0.034454,0.039246,0.050903,0.060776,0.068253,0.035049,0.026367,0.018555,0.018372,0.031509,0.030579,0.080978,0.007401,0.035645,0.05072,0.007401,0.014359,0.05072,0.894821,0.395721,1,0,0.675369,0.675369,0.894821,0.363312,1,0.519028,0.005325,0.023773,0.048645,1.389679,0.603973,0.703568,0.49382,0.00827,0.090073,0.05072,0.209641,1.477982,0.034225,0.675369,0,1,0,0,0,0,0,0.865189,0,0,0,11807.22,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.0881493,19.88916325569153
0.003708,0.001724,0.015778,0.008972,0.012695,0.049454,0.082474,0.062546,0.093567,0.074814,0.065277,0.014877,0.098999,0.083908,0.010742,0.03717,0.035461,0.162903,0.021835,0.031342,0.071106,0.01088,0.045242,0.045929,0.095032,0.064346,0.041595,0.030746,0.022644,0.015457,0.014404,0.025864,0.088028,0.004349,0.052673,0.047806,0.004349,0.049774,0.047806,0.541824,0.602539,0.971161,0.818344,1.516724,1.516724,0.541824,1,0.971161,4.912643,0.005264,0.024841,0.049637,0.82608,2.003677,1.461716,2.114258,0.008026,0.087418,0.049225,0.084152,0.658051,0.072556,1.516724,0,1,0,0,0,0,0,0.865189,0,0,0,11883.26,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.1673791,19.968393087387085
0.00415,0.004395,0.017654,0.029434,0.06633,0.079697,0.192322,0.281677,0.055237,0.047943,0.042297,0.031006,0.079666,0.163544,0.010742,0.015228,0.046951,0.064728,0.016403,0.026672,0.083191,0.02356,0.025955,0.036819,0.076996,0.065384,0.059601,0.039078,0.015182,0.019363,0.016907,0.054382,0.10968,0.008728,0.091629,0.045731,0.008728,0.064972,0.045731,0.866653,1,0.838547,0.834137,2.310013,2.310013,0.866653,1,0.838547,5.754044,0.005585,0.026138,0.051514,1.562836,2.485687,2.053009,2.70636,0.010071,0.091629,0.054535,0.096146,0.432022,0.105759,2.310013,0,1,0,0,0,0,0,0.865189,0,0,0,11959.3,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.240998,20.042011976242065
0.011032,0.00882,0.013596,0.020966,0.009064,0.023193,0.042969,0.024872,0.103241,0.033524,0.136703,0.012466,0.064468,0.08902,0.00618,0.016296,0.025818,0.060928,0.048584,0.045517,0.064056,0.034073,0.044357,0.064575,0.064682,0.073975,0.046951,0.015137,0.018677,0.025925,0.016052,0.033112,0.08989,0.013123,0.04747,0.048813,0.013123,0.032486,0.048813,1,0.533798,0.922424,0.015244,1.273941,1.273941,1,0.515244,0.922424,0.712982,0.005875,0.026382,0.051941,2.233765,1.231339,1.197708,0.587708,0.013123,0.088928,0.052917,0.277817,0.783478,0.06221,1.273941,0,1,0,0,0,0,0,0.865189,0,0,0,12035.33,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.3166838,20.117697715759277
0.013885,0.007339,0.016754,0.035309,0.069092,0.041565,0.059174,0.058823,0.104813,0.023621,0.152115,0.021744,0.091782,0.104218,0.00621,0.020401,0.040039,0.074905,0.017288,0.033722,0.08493,0.021637,0.04361,0.022263,0.076935,0.116165,0.042114,0.02562,0.053299,0.018234,0.025116,0.047821,0.093445,0.01265,0.07222,0.056122,0.01265,0.038193,0.056122,1,0.862259,1,0.341782,1.355591,1.355591,1,0.643265,1,1.474075,0.006104,0.027252,0.053711,2.072495,1.401443,1.417038,1.056778,0.01265,0.083755,0.056122,0.176193,0.736481,0.076111,1.355591,0,1,0,0,0,0,0,0.865189,0,0,0,12116.42,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.3936794,20.194693326950073
0.013657,0.012604,0.013077,0.016998,0.024445,0.030548,0.035904,0.176147,0.128647,0.029068,0.168854,0.013611,0.026962,0.097031,0.005447,0.013916,0.020264,0.109116,0.05368,0.04007,0.114258,0.042816,0.028488,0.025146,0.072067,0.042389,0.036179,0.018021,0.019043,0.01915,0.030548,0.038849,0.10202,0.010757,0.0681,0.041641,0.010757,0.014526,0.041641,0.876862,0.837799,0.764633,0,1.178787,1.178787,0.876862,0.252106,0.764633,0.541519,0.006287,0.026703,0.053513,1.711151,0.543991,0.917587,0.644363,0.012268,0.081284,0.054459,0.159088,0.846451,0.049103,1.178787,0,1,0,0,0,0,0,0.865189,0,0,0,12187.71,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.4707875,20.271801471710205
0.010162,0.00177,0.016739,0.021225,0.022568,0.047424,0.08255,0.087311,0.08606,0.067703,0.159058,0.015366,0.027618,0.138489,0.005219,0.011063,0.031723,0.117004,0.022263,0.039185,0.083145,0.014496,0.069733,0.044724,0.071915,0.048187,0.040085,0.028381,0.040527,0.022018,0.019302,0.035843,0.090118,0.009552,0.083099,0.049805,0.009552,0.032043,0.049805,0.794403,1,0.97113,0,1.41803,1.41803,0.794403,0.590546,0.97113,0.78212,0.006638,0.027466,0.055313,1.439072,1.166657,1.277512,0.860458,0.012024,0.083099,0.051285,0.115906,0.703903,0.070663,1.41803,0,1,0,0,0,0,0,0.865189,0,0,0,12263.76,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.546734,20.347748041152954
0.016708,0.006622,0.010254,0.014359,0.032639,0.105713,0.133377,0.109665,0.094513,0.032379,0.128708,0.008453,0.090317,0.05748,0.008072,0.010117,0.026703,0.063431,0.02182,0.022629,0.089584,0.017822,0.061447,0.029785,0.086578,0.053436,0.041046,0.026566,0.023468,0.028214,0.026001,0.041168,0.088242,0.015884,0.107941,0.040833,0.015884,0.068573,0.040833,1,1,0.820343,0.704727,2.9888,2.9888,1,1,0.820343,3.046768,0.007004,0.029175,0.058075,2.26796,2.350418,2.104568,1.727402,0.015884,0.107941,0.049774,0.147873,0.333832,0.122223,2.9888,1,1,0,0,0,0,0,0.865189,0,0,0,12339.79,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.620745,20.421758890151978
0.011276,0.011597,0.010422,0.023132,0.015747,0.018082,0.020386,0.118011,0.157959,0.080795,0.09166,0.013794,0.070602,0.114532,0.007706,0.034424,0.028839,0.055237,0.023575,0.032562,0.06459,0.026093,0.040375,0.040176,0.092224,0.061539,0.055222,0.038742,0.022339,0.022675,0.025391,0.039444,0.090714,0.011093,0.092438,0.052078,0.011093,0.016556,0.052078,0.741837,0.909332,1,0,1.151794,1.151794,0.741837,0.256378,1,0.327286,0.007309,0.029465,0.059311,1.517731,0.561874,1.011566,0.682388,0.014954,0.101654,0.052078,0.120865,0.866669,0.059998,1.151794,0,1,0,0,0,0,0,0.865189,0,0,0,12425.63,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.6991472,20.500161170959473
0.006668,0.004883,0.026169,0.034851,0.034882,0.022476,0.042465,0.031021,0.163818,0.085098,0.083893,0.013428,0.047394,0.027054,0.016861,0.003937,0.025253,0.088638,0.016403,0.025558,0.115021,0.044907,0.038849,0.023376,0.073334,0.106384,0.084152,0.037842,0.02182,0.026825,0.041412,0.03363,0.093948,0.010971,0.07457,0.043289,0.010971,0.041992,0.043289,0.779816,0.643097,0.88269,0,1.824478,1.824478,0.779816,0.598251,0.88269,0.579849,0.007645,0.031662,0.06279,1.43512,1.326263,1.259048,0.623535,0.014069,0.115952,0.049042,0.148163,0.546936,0.079056,1.824478,0,1,0,0,0,0,0,0.865189,0,0,0,12520.67,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300592.780509,20.581522941589355
