frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgSubRaw,dbgCoreRaw,dbgContamRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSubNorm,dbgCoreNorm,dbgContamNorm,dbgCoreRawRatio,dbgSubAvg,dbgCoreAvg,dbgSupportAvg,dbgSubOverAvg,dbgCoreOverAvg,dbgSupportOverAvg,dbgSupportRawRatio,dbgLowPeak,dbgBodyPeak,dbgHighPeak,dbgSubBodyRatio,dbgContamWeighted,dbgSupportRaw,dbgSupportDominance,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,dbgPendingActive,dbgPendingAgeMs,dbgRefractoryLeftMs,dbgPulseAgeMs,dbgPulse,dbgDetectorTickMs,dbgOnsetThreshold,dbgPeakPickWindowMs,dbgRefractoryMs,dbgEnergyFloor,dbgLowRawFloor,dbgLowBodyRawFloor,dbgSubBodyRatioThreshold,dbgSupportDominanceThreshold,dbgContamNormMax,dbgContamWeightedMax,dbgStrongCoreNormThreshold,dbgCoreRawRatioThreshold,dbgSubOverAvgThreshold,dbgCoreOverAvgThreshold,dbgSupportOverAvgThreshold,dbgSupportRawRatioThreshold,ts_epoch,ts_rel
0.005615,0.001755,0.022873,0.01149,0.003693,0.0112,0.005234,0.003937,0.026764,0.025314,0.072342,0.002945,0.008087,0.017639,0.00354,0.009415,0.004257,0.008194,0.017334,0.01709,0.007751,0.006897,0.006668,0.009079,0.010483,0.013443,0.010284,0.004654,0.004028,0.00502,0.006927,0.007706,0.02533,0.012909,0.023651,0.008835,0.012909,0.013245,0.008835,0.199707,0.639435,1,0.125854,3.866653,3.866653,0.199707,0.202469,1,1.812103,0.043686,0.060623,0.121155,0.295486,0.21846,0.284119,1.505997,0.064636,0.036987,0.008835,0.547546,0.255966,0.034424,3.866653,0,1,0,0,0,0,0,0.865189,0,0,0,2035.715,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.3193,10.120313882827759
0.005661,0.004013,0.00766,0.008636,0.006897,0.004318,0.032211,0.019882,0.030167,0.011963,0.057205,0.006439,0.004944,0.009033,0.000687,0.0103,0.006256,0.007706,0.018555,0.02037,0.016403,0.013443,0.007034,0.009079,0.008743,0.013046,0.006744,0.00502,0.007401,0.005127,0.004486,0.008453,0.02449,0.006699,0.027481,0.009018,0.006699,0.007736,0.009018,0.110046,0.789215,0.998306,0.051788,2.649902,2.649902,0.110046,0.12558,0.998306,1.165512,0.040771,0.056351,0.113388,0.164291,0.137283,0.212082,0.837402,0.060867,0.034821,0.009033,0.246262,0.373566,0.024048,2.649902,0,1,0,0,0,0,0,0.865189,0,0,0,2111.789,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.3915606,10.192574501037598
0.006897,0.00351,0.008347,0.014893,0.013611,0.009048,0.015823,0.020752,0.026688,0.016922,0.067856,0.006439,0.008301,0.032318,0.000732,0.007095,0.005753,0.00856,0.014786,0.023193,0.010361,0.009506,0.005005,0.015625,0.010895,0.014069,0.009766,0.006104,0.005478,0.00441,0.003494,0.005371,0.02713,0.004837,0.033813,0.01088,0.004837,0.008621,0.01088,0.081879,1,1,0.081406,2.312927,2.312927,0.081879,0.144196,1,1.569443,0.039261,0.054352,0.109711,0.123199,0.158615,0.230453,1.047394,0.059067,0.033813,0.01088,0.145355,0.428741,0.025284,2.312927,0,1,0,0,0,0,0,0.865189,0,0,0,2187.856,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.4677863,10.268800258636475
0.006851,0.004639,0.012207,0.019333,0.024689,0.014221,0.011047,0.001419,0.045837,0.016479,0.059204,0.007874,0.001633,0.007111,0.002716,0.017365,0.005005,0.004196,0.010773,0.017258,0.008148,0.005798,0.006943,0.00798,0.006851,0.01091,0.010223,0.004883,0.003387,0.002777,0.005905,0.008057,0.026367,0.009003,0.030472,0.008636,0.009003,0.012894,0.008636,0.161819,0.957321,0.808563,0.135361,3.739502,3.739502,0.161819,0.228989,0.808563,1.676575,0.036652,0.050858,0.103149,0.245621,0.253525,0.315521,1.210556,0.055634,0.03183,0.010681,0.297546,0.264603,0.032547,3.739502,0,1,0,0,0,0,0,0.865189,0,0,0,2263.885,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.5436857,10.344699621200562
0.005692,0.003174,0.000732,0.013809,0.017471,0.011688,0.026062,0.027939,0.057648,0.010162,0.058075,0.002777,0.008972,0.015778,0.003723,0.01297,0.012894,0.009933,0.008789,0.023468,0.010254,0.008484,0.005569,0.012497,0.008148,0.010361,0.007568,0.003799,0.00473,0.005951,0.005554,0.008423,0.028625,0.007996,0.021317,0.011475,0.007996,0.011414,0.011475,0.148102,0.690216,1,0.094391,2.329803,2.329803,0.148102,0.208878,1,1.25293,0.035431,0.04921,0.09996,0.225662,0.231934,0.268646,0.8228,0.053986,0.030884,0.011475,0.377762,0.425812,0.026855,2.329803,0,1,0,0,0,0,0,0.865189,0,0,0,2344.688,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.6203017,10.421315670013428
0.004089,0.002777,0.002945,0.014404,0.012695,0.006058,0.00177,0.015747,0.049683,0.028488,0.032242,0.003418,0.002502,0.010345,0.006256,0.010147,0.00882,0.00737,0.005219,0.017334,0.007523,0.004318,0.00502,0.016251,0.008102,0.010712,0.006134,0.003494,0.003937,0.003906,0.007324,0.008301,0.025314,0.004547,0.022064,0.009155,0.004547,0.010193,0.009155,0.089462,0.726257,0.848648,0.083572,2.438934,2.438934,0.089462,0.19809,0.848648,1.186493,0.032822,0.046066,0.093765,0.138535,0.221252,0.239532,0.851349,0.050827,0.03038,0.010788,0.209366,0.405945,0.022461,2.438934,0,1,0,0,0,0,0,0.865189,0,0,0,2420.734,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.700549,10.50156283378601
0.002777,0.001465,0.00676,0.018372,0.019897,0.005997,0.005936,0.008026,0.044861,0.021225,0.034729,0.004318,0.01059,0.029785,0.004166,0.006439,0.007416,0.00972,0.01236,0.02272,0.012665,0.013596,0.006058,0.01001,0.009262,0.012558,0.009872,0.009277,0.004654,0.006149,0.007782,0.009598,0.022491,0.002151,0.025879,0.012695,0.002151,0.007095,0.012695,0.044952,0.904526,1,0.060883,1.437943,1.437943,0.044952,0.146454,1,1.17128,0.030319,0.042923,0.087646,0.070953,0.165298,0.208725,0.914566,0.047852,0.02861,0.012695,0.086365,0.690445,0.018295,1.437943,0,1,0,0,0,0,0,0.865189,0,0,0,2535.076,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.793072,10.594085931777954
0.002487,0.001846,0.00087,0.010742,0.011719,0.009048,0.003174,0.005173,0.038681,0.010025,0.031784,0.002777,0.007248,0.019592,0.003448,0.024857,0.025787,0.004486,0.007202,0.016052,0.00885,0.009109,0.003693,0.008102,0.009048,0.02121,0.010529,0.006149,0.006378,0.005615,0.007584,0.011734,0.022705,0.002136,0.027817,0.010208,0.002136,0.006104,0.010208,0.047409,1,0.854401,0.033157,1.754059,1.754059,0.047409,0.133774,0.854401,0.911148,0.028107,0.040009,0.082123,0.076004,0.152542,0.218872,0.79863,0.045059,0.027817,0.011948,0.079819,0.565033,0.017975,1.754059,0,1,0,0,0,0,0,0.865189,0,0,0,2621.096,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.8899047,10.690918684005737
0.002243,0.00293,0.001556,0.013428,0.01416,0.004929,0.002777,0.008331,0.043961,0.020737,0.020325,0.004395,0.00502,0.011978,0.002182,0.027344,0.028229,0.007996,0.009476,0.028427,0.010361,0.006409,0.008057,0.015686,0.010498,0.022034,0.008423,0.007248,0.00676,0.005615,0.007111,0.010498,0.024979,0.002243,0.019547,0.012527,0.002243,0.006622,0.012527,0.052856,0.746491,1,0.082123,1.251511,1.251511,0.052856,0.15416,1,1.456375,0.025986,0.037247,0.076584,0.086304,0.177795,0.205017,1.122131,0.042435,0.026184,0.012527,0.118866,0.793228,0.015701,1.251511,0,1,0,0,0,0,0,0.865189,0,0,0,2701.49,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300582.9798317,10.780845642089844
0.001968,0.001083,0.001236,0.01355,0.01207,0.004395,0.000336,0.010834,0.039612,0.022064,0.014145,0.007431,0.00354,0.020309,0.003494,0.00502,0.00621,0.004639,0.016357,0.01683,0.013733,0.011459,0.006592,0.007751,0.013718,0.012482,0.011932,0.006561,0.005371,0.005569,0.005936,0.009766,0.020035,0.001312,0.021423,0.014191,0.001312,0.006927,0.014191,0.03186,0.843231,1,0.089096,1.107895,1.107895,0.03186,0.166168,1,1.469254,0.024948,0.035965,0.07402,0.052597,0.192612,0.212524,0.996124,0.041183,0.025406,0.014191,0.065247,0.896805,0.015732,1.107895,0,1,0,0,0,0,0,0.865189,0,0,0,2782.289,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.0571897,10.858203649520874
0.002716,0.00264,0.001221,0.011002,0.011719,0.005066,0.00296,0.003967,0.037201,0.01532,0.043167,0.002411,0.005371,0.022781,0.001221,0.02533,0.012466,0.006836,0.009491,0.019165,0.011566,0.009216,0.004684,0.011124,0.007645,0.009079,0.00708,0.00502,0.00621,0.00351,0.004654,0.007019,0.020386,0.002182,0.020401,0.008347,0.002182,0.005768,0.008347,0.056274,0.85321,0.625137,0.070572,1.797455,1.797455,0.056274,0.146957,0.625137,1.307953,0.023026,0.033478,0.069153,0.094757,0.172287,0.218002,1.047714,0.038773,0.023911,0.013351,0.110931,0.550293,0.015076,1.797455,0,1,0,0,0,0,0,0.865189,0,0,0,2858.576,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.1412563,10.942270278930664
0.004135,0.001968,0.001968,0.007217,0.007767,0.005249,0.006271,0.002716,0.024628,0.014511,0.049088,0.003998,0.008148,0.036942,0.005173,0.020065,0.032288,0.006104,0.026672,0.026855,0.010666,0.008682,0.008591,0.012283,0.00882,0.017838,0.008347,0.005707,0.004547,0.004395,0.009186,0.011429,0.023422,0.003494,0.014069,0.012283,0.003494,0.005753,0.012283,0.09285,0.606567,0.948166,0.07756,1.151657,1.151657,0.09285,0.151032,0.948166,1.396286,0.022202,0.032303,0.066849,0.157379,0.17807,0.211823,0.933594,0.037628,0.023193,0.012955,0.25322,0.861877,0.01416,1.151657,0,1,0,0,0,0,0,0.865189,0,0,0,2939.349,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.2145543,11.015568256378174
0.004654,0.004395,0.002716,0.003693,0.00206,0.004807,0.000244,0.006439,0.010971,0.041504,0.052078,0.00325,0.00528,0.009674,0.001007,0.023483,0.026001,0.005173,0.01239,0.019211,0.006714,0.013367,0.008545,0.007584,0.01001,0.017136,0.007355,0.011017,0.004944,0.005096,0.007935,0.014816,0.021835,0.00412,0.015442,0.010605,0.00412,0.003693,0.010605,0.116272,0.707184,0.870926,0.034439,1.243927,1.243927,0.116272,0.102966,0.870926,1.0168,0.020645,0.029984,0.0625,0.199554,0.123154,0.211426,0.912537,0.035431,0.021835,0.012177,0.271118,0.797012,0.013214,1.243927,0,1,0,0,0,0,0,0.865189,0,0,0,3015.381,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.2978864,11.098900318145752
0.003662,0.002716,0.001221,0.003418,0.003448,0.002686,0.003494,0.003174,0.023392,0.009766,0.033737,0.003174,0.00415,0.02153,0.001755,0.022949,0.018829,0.007843,0.01503,0.021667,0.020676,0.013657,0.005417,0.008804,0.008301,0.009003,0.007523,0.012253,0.003967,0.00528,0.008057,0.011414,0.020874,0.002869,0.012924,0.016556,0.002869,0.003189,0.016556,0.083435,0.61023,1,0.040176,0.640686,0.640686,0.083435,0.09166,1,1.194275,0.019882,0.028854,0.060318,0.144272,0.110519,0.175308,0.794724,0.034378,0.021179,0.016556,0.227432,1.552216,0.010574,0.640686,0,1,0,0,0,0,0,0.865189,0,0,0,3096.162,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.3723955,11.173409461975098
0.001022,0.000763,0.001633,0.007355,0.008347,0.008194,0.012161,0.013916,0.031754,0.028488,0.021317,0.00148,0.003387,0.028793,0.002838,0.022842,0.020309,0.006744,0.013779,0.020889,0.010254,0.012451,0.009674,0.009766,0.020081,0.02063,0.011963,0.007629,0.003601,0.004944,0.006241,0.009827,0.024521,0.000854,0.01564,0.009247,0.000854,0.005417,0.009247,0.026398,0.784225,0.593521,0.123611,1.266327,1.266327,0.026398,0.165421,0.593521,2.629623,0.018356,0.02681,0.05629,0.046539,0.202042,0.20845,1.111267,0.032364,0.019943,0.015579,0.060135,0.781921,0.011734,1.266327,0,0,0,0,0,0,0,0.865189,0,0,0,3182.191,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.4598818,11.260895729064941
0.000336,0.000336,0.001221,0.014893,0.017532,0.005005,0.009201,0.004883,0.053848,0.030151,0.017227,0.003311,0.002594,0.025146,0.00293,0.029648,0.043472,0.005554,0.013428,0.015396,0.014496,0.02269,0.011719,0.010208,0.016037,0.015686,0.013504,0.006027,0.003662,0.005508,0.006638,0.011902,0.027527,0.000961,0.019272,0.012619,0.000961,0.00618,0.012619,0.03154,1,0.86145,0.099625,1.099625,1.099625,0.03154,0.200485,0.86145,1.354507,0.016907,0.025101,0.052826,0.056854,0.246201,0.262848,0.963974,0.030472,0.019272,0.014648,0.054367,0.902832,0.013885,1.099625,0,1,0,0,0,0,0,0.865189,0,0,0,3276.847,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.5441682,11.345182180404663
0.003052,0.000534,0.001846,0.019501,0.018967,0.010071,0.009109,0.013138,0.084579,0.007172,0.059631,0.004395,0.00415,0.041229,0.004791,0.01001,0.022461,0.003784,0.027206,0.017136,0.013626,0.011841,0.006851,0.014832,0.018906,0.013733,0.01088,0.007095,0.005692,0.006104,0.006042,0.014587,0.036163,0.001801,0.033783,0.013229,0.001801,0.009995,0.013229,0.062759,1,0.960129,0.200745,1.778915,1.778915,0.062759,0.34436,0.960129,1.637497,0.015625,0.023788,0.050247,0.115234,0.420136,0.469772,1.195511,0.028687,0.033783,0.013779,0.055847,0.558273,0.023605,1.778915,0,1,0,0,0,0,0,0.865189,0,0,0,3352.896,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.6307015,11.431715488433838
0.007141,0.003662,0.001007,0.026077,0.02829,0.005676,0.005951,0.004166,0.078445,0.023438,0.065887,0.001755,0.002487,0.030396,0.010986,0.012695,0.035614,0.008743,0.014359,0.018875,0.024445,0.013428,0.011047,0.020309,0.009949,0.013397,0.011505,0.010559,0.008057,0.009171,0.012314,0.015274,0.036026,0.003738,0.043457,0.01358,0.003738,0.012619,0.01358,0.134308,1,1,0.276047,2.314728,2.314728,0.134308,0.448227,1,1.782318,0.015121,0.023315,0.049454,0.247223,0.541229,0.638062,1.331604,0.027832,0.043457,0.01358,0.087936,0.429108,0.031555,2.314728,0,1,0,0,0,0,0,0.865189,0,0,0,3428.934,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.7080538,11.50906777381897
0.004684,0.00293,0.001465,0.026062,0.027451,0.003784,0.009338,0.006271,0.091141,0.014359,0.02803,0.00351,0.004318,0.01593,0.005188,0.013947,0.045609,0.004486,0.024902,0.021149,0.010269,0.025238,0.016312,0.009109,0.009186,0.017426,0.010254,0.010071,0.008057,0.005219,0.009048,0.022903,0.036758,0.003021,0.028656,0.015442,0.003021,0.011826,0.015442,0.115311,0.700211,1,0.247574,1.607071,1.607071,0.115311,0.446167,1,1.540741,0.01413,0.022308,0.047501,0.213821,0.53009,0.523605,0.904038,0.026199,0.040924,0.015442,0.108276,0.618576,0.024872,1.607071,0,1,0,0,0,0,0,0.865189,0,0,0,3504.971,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.785972,11.586986064910889
0.003967,0.001419,0.001083,0.020752,0.026764,0.004318,0.003418,0.006226,0.070099,0.011993,0.04007,0.004028,0.001633,0.035507,0.00856,0.015945,0.035431,0.004639,0.015533,0.011475,0.037308,0.006744,0.007706,0.01564,0.011917,0.019989,0.02034,0.014023,0.010712,0.004684,0.011078,0.011124,0.031906,0.002869,0.04097,0.015106,0.002869,0.009949,0.015106,0.112839,1,1,0.163849,1.79216,1.79216,0.112839,0.386932,1,1.189774,0.013641,0.02179,0.046646,0.210281,0.456574,0.58194,1.087402,0.025421,0.04097,0.015106,0.072083,0.554611,0.027145,1.79216,0,1,0,0,0,0,0,0.865189,0,0,0,3581.016,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.8626673,11.663681268692017
0.003387,0.002853,0.000763,0.023315,0.026413,0.004501,0.01445,0.015839,0.096054,0.012161,0.042389,0.003174,0.004318,0.041061,0.010056,0.015137,0.011902,0.006653,0.02565,0.025162,0.013214,0.021072,0.009903,0.025024,0.012054,0.017029,0.01001,0.004471,0.010605,0.00621,0.006866,0.016922,0.036926,0.001526,0.022552,0.012619,0.001526,0.009796,0.012619,0.063766,0.584641,0.88829,0.183685,1.5186,1.5186,0.063766,0.404785,0.88829,1.253906,0.01265,0.020828,0.044586,0.120621,0.470322,0.430862,0.780045,0.023926,0.038574,0.014206,0.071426,0.653748,0.019211,1.5186,0,1,0,0,0,0,0,0.865189,0,0,0,3685.884,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300583.937251,11.738265037536621
0.005127,0.003204,0.003418,0.025772,0.027725,0.006409,0.003494,0.004593,0.097733,0.021973,0.051361,0.005859,0.003494,0.028976,0.01828,0.008575,0.031876,0.005234,0.009293,0.009521,0.007477,0.006058,0.007629,0.008957,0.012115,0.017944,0.010895,0.004944,0.004028,0.008453,0.011246,0.012115,0.038055,0.003906,0.036301,0.010529,0.003906,0.011658,0.010529,0.173431,0.999573,0.787659,0.274231,2.669525,2.669525,0.173431,0.511719,0.787659,1.477753,0.011871,0.020035,0.04306,0.329041,0.581863,0.656265,1.169922,0.022522,0.036316,0.013367,0.109848,0.371353,0.028259,2.669525,0,1,0,0,0,0,0,0.865189,0,0,0,3766.662,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.0413647,11.842378616333008
0.004257,0.001953,0.002686,0.023926,0.030624,0.003616,0.016617,0.011658,0.10463,0.00766,0.035492,0.003098,0.005341,0.014893,0.014404,0.020081,0.038849,0.003174,0.066467,0.025467,0.021591,0.013382,0.004852,0.021988,0.010513,0.018768,0.012512,0.00502,0.007462,0.006882,0.007111,0.012115,0.039886,0.003265,0.029892,0.014191,0.003265,0.01178,0.014191,0.149429,0.848419,1,0.276917,1.791657,1.791657,0.149429,0.532776,1,1.429626,0.01149,0.019684,0.042313,0.284195,0.598434,0.602585,0.899353,0.021851,0.035233,0.014191,0.111954,0.55455,0.025497,1.791657,0,1,0,0,0,0,0,0.865189,0,0,0,3842.697,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.122412,11.923425912857056
0.002182,0.00293,0.001968,0.025009,0.031235,0.004684,0.002243,0.008728,0.083176,0.009338,0.032394,0.003387,0.006546,0.026627,0.013504,0.005478,0.044342,0.002243,0.010056,0.011124,0.019302,0.02597,0.006638,0.015427,0.015839,0.011139,0.009384,0.008347,0.008301,0.004913,0.005905,0.007568,0.033432,0.00235,0.027405,0.014999,0.00235,0.011337,0.014999,0.114243,0.825745,1,0.21434,1.548019,1.548019,0.114243,0.544708,1,1.132614,0.010712,0.019073,0.040894,0.21936,0.594391,0.569016,0.852417,0.020569,0.033188,0.014999,0.088776,0.642059,0.02327,1.548019,0,1,0,0,0,0,0,0.865189,0,0,0,3913.983,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.1976717,11.998685598373413
0.002396,0.001846,0.003616,0.024551,0.027985,0.00296,0.005951,0.014908,0.103592,0.0177,0.034271,0.003662,0.004684,0.030548,0.013657,0.012161,0.015991,0.002487,0.030777,0.014465,0.031738,0.009506,0.0103,0.016708,0.010376,0.014526,0.014511,0.00502,0.012314,0.004883,0.008347,0.007416,0.036942,0.001312,0.027359,0.013504,0.001312,0.01004,0.013504,0.065735,0.849762,0.927658,0.224991,1.545441,1.545441,0.065735,0.497345,0.927658,1.250946,0.0103,0.018677,0.040054,0.127396,0.537567,0.522278,0.895493,0.019958,0.032196,0.014557,0.051132,0.6427,0.02092,1.545441,0,1,0,0,0,0,0,0.865189,0,0,0,3990.311,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.2700002,12.071014165878296
0.00415,0.003494,0.001312,0.021149,0.024368,0.002686,0.006592,0.008286,0.058777,0.018753,0.040146,0.002411,0.001221,0.038757,0.017654,0.015091,0.026657,0.003998,0.028427,0.012085,0.020935,0.008301,0.007584,0.024017,0.01268,0.025528,0.010193,0.003662,0.009003,0.006241,0.007416,0.013153,0.029678,0.002975,0.025665,0.01561,0.002975,0.009933,0.01561,0.158401,0.759705,1,0.238205,1.399414,1.399414,0.158401,0.522461,1,1.261627,0.009659,0.01799,0.038696,0.308044,0.552155,0.565445,0.841049,0.018784,0.033783,0.01561,0.119064,0.710403,0.021881,1.399414,0,1,0,0,0,0,0,0.865189,0,0,0,4066.347,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.3456924,12.146706342697144
0.002716,0.003387,0.002396,0.013962,0.016769,0.006241,0.004654,0.010559,0.042358,0.011032,0.011368,0.003616,0.002716,0.015396,0.024902,0.011429,0.024796,0.004395,0.05687,0.020279,0.016647,0.013229,0.006561,0.01326,0.015274,0.018295,0.009293,0.005142,0.007782,0.010376,0.009567,0.008118,0.026932,0.002975,0.018799,0.01593,0.002975,0.009171,0.01593,0.163315,0.573547,1,0.23587,1.174271,1.174271,0.163315,0.497101,1,1.30368,0.009369,0.017609,0.037857,0.317581,0.520782,0.494553,0.852081,0.018219,0.032776,0.01593,0.162354,0.84671,0.018723,1.174271,0,1,0,0,0,0,0,0.865189,0,0,0,4147.139,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.4276478,12.22866177558899
0.002594,0.001709,0.001007,0.00737,0.01265,0.00502,0.001556,0.007355,0.023956,0.016403,0.018662,0.00264,0.004211,0.018677,0.015015,0.023041,0.03688,0.003387,0.040833,0.014099,0.023148,0.01651,0.008957,0.013336,0.023224,0.028946,0.010803,0.0065,0.006363,0.005692,0.011475,0.016449,0.027206,0.001907,0.017242,0.018417,0.001907,0.006119,0.018417,0.111298,0.558838,1,0.132004,0.764206,0.764206,0.111298,0.352371,1,1.092636,0.008774,0.016708,0.03598,0.217377,0.366196,0.390579,0.861542,0.017136,0.030853,0.018417,0.115311,1.302048,0.014053,0.764206,0,1,0,0,0,0,0,0.865189,0,0,0,4223.206,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.5039346,12.304948568344116
0.00264,0.003174,0.003418,0.012161,0.018173,0.004196,0.003311,0.01709,0.066834,0.018341,0.044235,0.003082,0.001419,0.014511,0.024475,0.0103,0.043884,0.009109,0.025696,0.020767,0.033234,0.007355,0.005859,0.018524,0.011261,0.01738,0.01001,0.006989,0.005371,0.00528,0.009628,0.01506,0.03093,0.003067,0.029907,0.01207,0.003067,0.007401,0.01207,0.190338,1,0.696289,0.330566,1.727722,1.727722,0.190338,0.452835,0.696289,2.5,0.008209,0.015793,0.034409,0.373596,0.468597,0.607971,1.596039,0.016113,0.029907,0.017334,0.105286,0.574432,0.02092,1.727722,0,1,0,0,0,0,0,0.865189,0,0,0,4304.292,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.5842657,12.385279655456543
0.005447,0.003464,0.00206,0.014648,0.019775,0.002594,0.002686,0.005417,0.064728,0.006256,0.085205,0.007202,0.001419,0.024185,0.035706,0.033615,0.022705,0.012253,0.024445,0.035385,0.023346,0.014404,0.004456,0.013718,0.016663,0.029877,0.008301,0.020035,0.011917,0.008759,0.01416,0.019501,0.039642,0.003647,0.033752,0.015823,0.003647,0.007538,0.015823,0.240677,1,0.965546,0.226837,1.450623,1.450623,0.240677,0.490067,0.965546,1.273193,0.007767,0.015106,0.033234,0.469543,0.498978,0.69191,1.279282,0.015152,0.033752,0.016388,0.110458,0.685379,0.022995,1.450623,0,1,0,0,0,0,0,0.865189,0,0,0,4404.079,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1.019989,1774300584.659133,12.4601469039917
