frequencyData_00,frequencyData_01,frequencyData_02,frequencyData_03,frequencyData_04,frequencyData_05,frequencyData_06,frequencyData_07,frequencyData_08,frequencyData_09,frequencyData_10,frequencyData_11,frequencyData_12,frequencyData_13,frequencyData_14,frequencyData_15,frequencyData_16,frequencyData_17,frequencyData_18,frequencyData_19,frequencyData_20,frequencyData_21,frequencyData_22,frequencyData_23,frequencyData_24,frequencyData_25,frequencyData_26,frequencyData_27,frequencyData_28,frequencyData_29,frequencyData_30,frequencyData_31,energyAverage,dbgLowRaw,dbgBodyRaw,dbgHighRaw,dbgSubRaw,dbgCoreRaw,dbgContamRaw,dbgLowNorm,dbgBodyNorm,dbgHighNorm,dbgLowRise,dbgRatio,dbgRawRatio,dbgSubNorm,dbgCoreNorm,dbgContamNorm,dbgCoreRawRatio,dbgSubAvg,dbgCoreAvg,dbgSupportAvg,dbgSubOverAvg,dbgCoreOverAvg,dbgSupportOverAvg,dbgLowPeak,dbgBodyPeak,dbgHighPeak,dbgSubBodyRatio,dbgContamWeighted,dbgSupportRaw,dbgSupportDominance,dbgSignalActive,dbgHighDominant,dbgLowQualified,dbgRawBassSupport,dbgCandidate,dbgAccepted,dbgPendingScore,dbgFlashStrength,dbgPendingActive,dbgPendingAgeMs,dbgRefractoryLeftMs,dbgPulseAgeMs,dbgPulse,dbgDetectorTickMs,dbgOnsetThreshold,dbgPeakPickWindowMs,dbgRefractoryMs,dbgEnergyFloor,dbgLowRawFloor,dbgLowBodyRawFloor,dbgSubBodyRatioThreshold,dbgSupportDominanceThreshold,dbgContamNormMax,dbgContamWeightedMax,dbgStrongCoreNormThreshold,dbgCoreRawRatioThreshold,dbgSubOverAvgThreshold,dbgCoreOverAvgThreshold,dbgSupportOverAvgThreshold,ts_epoch,ts_rel
0.02417,0.045197,0.406845,0.146576,0.04509,0.004883,0.00415,0.003494,0.001221,0.000977,0.000534,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000244,0.000244,0.000336,0.000244,0.000488,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000534,0.000336,0.000336,0.000336,0.046631,0.190231,0.00499,0.00029,0.190231,0.110275,0.00029,1,0.042084,0.031448,0,792.56,792.56,1,0.489624,0.031448,0.475021,0.045013,0.045486,0.096252,4.226089,2.424347,3.140137,0.190231,0.118546,0.009216,37.45645,0.000946,0.302246,792.56,1,0,1,1,0,0,44.11346,0.887711,1,50,0,-25963.51,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.5291433,7.580426931381226
0.000336,0.004974,0.045929,0.052841,0.007141,0.002396,0,0.000534,0.000687,0.000488,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.012161,0.017075,0.000427,0.00029,0.017075,0.018875,0.00029,0.095291,0.003815,0.033447,0,94.84,94.84,0.095291,0.088959,0.033447,0.298782,0.044357,0.045044,0.094742,0.384918,0.419037,0.38089,0.179169,0.111649,0.008667,33.08823,0.008011,0.036087,94.84,0,0,0,1,0,0,0,0.887711,0,0,0,-25887.48,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.6055248,7.656808376312256
0.000763,0.000687,0.006897,0.008728,0.003937,0.003311,0.000488,0.000488,0.000244,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000488,0.000336,0.000336,0.000336,0.000336,0.000336,0.002426,0.002991,0.000412,0.00029,0.002991,0.007568,0.00029,0.017197,0.003799,0.03447,0,28.28,28.28,0.017197,0.036758,0.03447,0.569458,0.042618,0.043472,0.091232,0.070175,0.174088,0.117233,0.173889,0.108353,0.008408,6.121201,0.026871,0.010696,28.28,0,0,0,1,0,0,0,0.887711,0,0,0,-25811.46,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.683234,7.734517574310303
0.000244,0.000244,0.00087,0.004883,0.000977,0.000534,0.000244,0,0.000336,0.000244,0.000336,0.000244,0.000244,0.000336,0.000244,0.000244,0.000336,0.000336,0.000244,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.002136,0.000351,0.000305,0.000336,0.000351,0.001541,0.000336,0.002136,0.002975,0.042465,0.001144,4.857132,4.857132,0.002136,0.007935,0.042465,0.776917,0.0392,0.04007,0.08403,0.008942,0.038452,0.023605,0.163788,0.102051,0.007904,1.115372,0.161758,0.001984,4.857132,0,0,0,0,0,0,0,0.887711,0,0,0,-25730.21,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.7639673,7.815250873565674
0.000488,0.000244,0.001022,0.001221,0.001953,0.000687,0.000336,0.000244,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.00058,0.001129,0.000259,0.000305,0.001129,0.001877,0.000305,0.007095,0.002609,0.039825,0.005997,8,8,0.007095,0.009964,0.039825,1.618408,0.037598,0.038467,0.080643,0.030029,0.048782,0.038208,0.158951,0.099045,0.00766,3.478256,0.096146,0.003082,8,0,0,0,0,0,0,0,0.887711,0,0,0,-25654.18,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.8375325,7.8888161182403564
0.000244,0,0.000336,0.000763,0.00087,0.000336,0,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000534,0.000336,0.000244,0.000244,0.000244,0.000244,0.000336,0.000244,0.000244,0.000336,0.000244,0.000336,0.000473,0.000168,0.000229,0.000305,0.000168,0.000458,0.000305,0.001114,0.002441,0.042358,0.000122,2,2,0.001114,0.002579,0.042358,0.63829,0.034531,0.035355,0.074112,0.004852,0.012939,0.00946,0.149719,0.093277,0.007202,0.809509,0.384613,0.000702,2,0,0,0,0,0,0,0,0.887711,0,0,0,-25568.91,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301329.9148734,7.966156959533691
0.024521,0.017303,0.083588,0.172012,0.167816,0.113663,0.0271,0.130219,0.183533,0.056152,0.093704,0.054443,0.044113,0.03125,0.037491,0.019669,0.012054,0.01004,0.006607,0.005859,0.004166,0.002853,0.002716,0.002075,0.001892,0.002289,0.003006,0.002243,0.001724,0.001022,0.00087,0.000732,0.218674,0.041794,0.103607,0.002365,0.041794,0.096909,0.002365,0.296356,1,0.349091,0.578262,71.25465,71.25465,0.296356,0.580475,0.349091,158.775,0.033447,0.036514,0.075378,1.249542,2.653976,2.321045,0.141022,0.103607,0.006775,0.4039,0.013504,0.174957,71.25465,1,0,0,1,0,0,0,0.887711,0,0,0,-25488.08,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.006869,8.058152675628662
0.013458,0.066727,0.535217,0.081985,0.031647,0.021927,0.013275,0.028519,0.012436,0.013626,0.00563,0.003174,0.003616,0.002487,0.00177,0.001419,0.00087,0.00087,0.001083,0.000336,0.000336,0.000336,0.000336,0.000488,0.000488,0.000336,0.000336,0.000336,0.000336,0.000336,0.000534,0.000488,0.14772,0.2341,0.016632,0.000534,0.2341,0.202576,0.000534,1,0.16539,0.08139,0.419525,707.439,707.439,1,1,0.08139,2.088394,0.041794,0.043427,0.090652,5.601303,4.66478,4.881165,0.2341,0.100555,0.006561,14.00365,0.001205,0.44249,707.439,1,0,1,1,1,0,37.4791,0.887711,1,0,0,-25407.31,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.0824914,8.133774995803833
0.001236,0.006561,0.063293,0.062851,0.014206,0.002548,0.001755,0.00087,0.000488,0.000732,0.000336,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.012863,0.032959,0.001007,0.000366,0.032959,0.041733,0.000366,0.14946,0.01062,0.059402,0,164.1333,164.1333,0.14946,0.218704,0.059402,0.355606,0.047318,0.04628,0.098648,0.696548,0.901733,0.760696,0.220505,0.094696,0.006165,30.08333,0.004868,0.075043,164.1333,0,0,0,1,0,0,0,0.887711,0,0,0,-25321.33,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.1720634,8.223346948623657
0.000534,0.00148,0.012451,0.026489,0.015808,0.001755,0.001373,0.000534,0.000534,0.000244,0.000488,0.000488,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000534,0.000488,0.000336,0.003113,0.004822,0.000458,0.000336,0.004822,0.009888,0.000336,0.023209,0.005127,0.057892,0.012665,35,35,0.023209,0.055008,0.057892,0.893784,0.044067,0.043503,0.092239,0.109406,0.22728,0.161118,0.207687,0.089188,0.005798,8.944443,0.022446,0.014862,35,0,0,0,1,0,0,0,0.887711,0,0,0,-25245.75,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.2466018,8.297885417938232
0.000336,0.000732,0.001541,0.005569,0.001968,0.000687,0.000244,0,0.000244,0.000244,0.000244,0.000336,0.000244,0.000336,0.000336,0.000244,0.000244,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000244,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.001556,0.000931,0.000473,0.000305,0.000931,0.00209,0.000305,0.004745,0.00563,0.056015,0.004044,8.230759,8.230759,0.004745,0.012344,0.056015,0.992752,0.040558,0.040115,0.085022,0.022949,0.052109,0.037323,0.195618,0.083984,0.005447,1.810806,0.093445,0.003174,8.230759,0,0,0,0,0,0,0,0.887711,0,0,0,-25131.71,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.3538558,8.405139446258545
0.000244,0.000336,0.001022,0.002625,0.002182,0.000534,0.000336,0.000336,0.000244,0.000336,0.000244,0.000336,0,0.000244,0.000336,0,0.000244,0.000336,0.000488,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000549,0.0009,0.00029,0.000336,0.0009,0.001617,0.000336,0.00473,0.003555,0.063583,0.003677,6.321426,6.321426,0.00473,0.009842,0.063583,1.0495,0.038895,0.038498,0.081573,0.023132,0.042007,0.031982,0.18985,0.081497,0.00528,2.599991,0.124283,0.002609,6.321426,0,0,0,0,0,0,0,0.887711,0,0,0,-25055.54,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.4413297,8.492613315582275
0.000534,0,0.000687,0.000534,0.000763,0,0.000488,0,0.000244,0.000336,0.000336,0.000336,0.000336,0.000244,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000381,0.000397,0.000183,0.000305,0.000397,0.000504,0.000305,0.002213,0.00238,0.061523,0,2.653839,2.653839,0.002213,0.00325,0.061523,0.559311,0.035736,0.0354,0.074997,0.011093,0.014221,0.012817,0.178818,0.076752,0.004959,1.777771,0.289841,0.000961,2.653839,0,0,0,0,0,0,0,0.887711,0,0,0,-24979.51,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.514462,8.56574559211731
0.009689,0.017349,0.046127,0.069702,0.079315,0.084854,0.181107,0.111328,0.1474,0.171143,0.048386,0.108932,0.065979,0.084671,0.030716,0.05983,0.031143,0.031738,0.020782,0.026688,0.020691,0.012787,0.011353,0.009033,0.006744,0.004654,0.002243,0.002487,0.002686,0.00209,0.001755,0.001236,0.211334,0.000656,0.00029,0.000336,0.000656,0.000549,0.000336,0.003769,0.003891,0.069839,0.002029,3.25,3.25,0.003769,0.003647,0.069839,1.241379,0.034256,0.033936,0.071915,0.01915,0.016174,0.018021,0.173538,0.074478,0.004807,1.959991,0.241745,0.001297,3.25,0,0,0,0,0,0,0,0.887711,0,0,0,-24903.47,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.5907285,8.642012119293213
0.016159,0.097198,0.606201,0.188126,0.038834,0.043671,0.029861,0.023315,0.013458,0.018768,0.00415,0.004547,0.00502,0.003723,0.001633,0.001755,0.00087,0.001007,0.000763,0.000534,0.000687,0.000534,0.000534,0.000534,0.000336,0.000336,0.000488,0.000534,0.000488,0.000534,0.000488,0.000534,0.174133,0.176773,0.036575,0.000809,0.176773,0.229294,0.000809,1,0.320923,0.093628,0.452896,465.3559,465.3559,1,1,0.093628,2.872131,0.039764,0.043869,0.089264,4.445496,5.226776,4.692307,0.176773,0.113968,0.008636,4.823547,0.001923,0.418854,465.3559,1,0,1,1,1,0,50.34018,0.887711,1,0,0,-24822.69,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.6657867,8.71707034111023
0.004684,0.009155,0.048843,0.076294,0.030396,0.003174,0.001999,0.001709,0.000977,0.000732,0.000488,0.000336,0.000336,0.000488,0.000488,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000534,0.000244,0.000336,0.000336,0.000336,0.000488,0.000488,0.000336,0.000336,0.000534,0.000336,0.014832,0.057861,0.001343,0.000336,0.057861,0.062195,0.000336,0.309341,0.012497,0.041351,0,282.2857,282.2857,0.309341,0.287964,0.041351,0.556595,0.0466,0.047302,0.099182,1.241638,1.314835,1.215073,0.187042,0.107346,0.008118,40.40425,0.002777,0.120514,282.2857,1,0,0,1,0,0,50.34018,0.887711,1,100,0,-24718.11,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.747169,8.798452615737915
0.000336,0.000336,0.007401,0.007858,0.003311,0.002625,0.000488,0.00087,0.000244,0.000488,0.000336,0.000336,0.000244,0.000244,0.000336,0.000336,0.000244,0.000244,0.000488,0.000244,0.000244,0.000244,0.000336,0.000336,0.000244,0.000336,0.000488,0.000336,0.000336,0.000336,0.000336,0.000336,0.002701,0.003021,0.000488,0.000366,0.003021,0.007187,0.000366,0.017136,0.004822,0.047989,0,22.86665,22.86665,0.017136,0.035324,0.047989,0.563385,0.043564,0.044434,0.092896,0.069351,0.161743,0.111694,0.176178,0.101089,0.007629,5.368408,0.034973,0.010376,22.86665,0,0,0,1,0,0,0,0.887711,0,0,0,-24627.22,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.8663123,8.917595863342285
0.000244,0.000534,0.001633,0.005676,0.00209,0.001007,0.000244,0.000336,0.000488,0.000244,0.000244,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.001724,0.000793,0.00032,0.000336,0.000793,0.001862,0.000336,0.004776,0.003357,0.046799,0.003098,6.678558,6.678558,0.004776,0.009705,0.046799,0.975998,0.040085,0.04097,0.085587,0.019791,0.045425,0.032257,0.165939,0.0952,0.007172,2.148148,0.117645,0.002762,6.678558,0,0,0,0,0,0,0,0.887711,0,0,0,-24532.6,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301330.9423776,8.993661165237427
0.000244,0.000244,0.002243,0.004257,0.002411,0.000534,0.000687,0.000534,0.000244,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000427,0.001053,0.000259,0.000397,0.001053,0.001984,0.000397,0.006531,0.002792,0.057007,0.005814,6.5625,6.5625,0.006531,0.010666,0.057007,1.428558,0.038437,0.039337,0.082138,0.02739,0.050415,0.037888,0.161041,0.092392,0.006958,3.260864,0.123795,0.003113,6.5625,0,0,0,0,0,0,0,0.887711,0,0,0,-24451.79,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.036645,9.087928533554077
0.000336,0,0.000244,0.000763,0.000977,0.000244,0.000244,0.000244,0.000244,0.000488,0.000244,0.000336,0.000244,0.000244,0.000244,0.000336,0.000244,0.000244,0.000336,0.000336,0.000336,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000412,0.000259,0.000275,0.000305,0.000259,0.000641,0.000305,0.001709,0.003143,0.046722,0.001419,2.730759,2.730759,0.001709,0.003647,0.046722,0.97673,0.035309,0.036163,0.0755,0.007339,0.017715,0.013123,0.151688,0.087006,0.006531,0.958328,0.281677,0.000992,2.730759,0,0,0,0,0,0,0,0.887711,0,0,0,-24366.27,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.1227727,9.1740562915802
0.02623,0.016708,0.105499,0.208313,0.202072,0.143799,0.035919,0.146835,0.175293,0.05719,0.099243,0.057541,0.040436,0.0345,0.036087,0.021011,0.013504,0.007599,0.005371,0.005173,0.003616,0.002548,0.001999,0.002182,0.002182,0.002762,0.002686,0.002304,0.002243,0.001007,0.000763,0.00177,0.219803,0.049469,0.107208,0.002335,0.049469,0.118713,0.002335,0.346252,1,0.380585,0.718109,84.8176,84.8176,0.346252,0.719635,0.380585,268.2758,0.034485,0.038162,0.077911,1.434509,3.110748,2.64003,0.142868,0.107208,0.006134,0.461884,0.011337,0.205688,84.8176,1,0,0,1,0,0,0,0.887711,0,0,0,-24280.71,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.2091622,9.260445833206177
0.025284,0.064697,0.471985,0.12088,0.024567,0.01445,0.008514,0.003616,0.003784,0.001465,0.000687,0.000244,0.000534,0,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000244,0.000244,0.000336,0.000336,0.000244,0.067139,0.187317,0.001953,0.000305,0.187317,0.117508,0.000305,1,0.019333,0.052902,0,770.2692,770.2692,1,0.596085,0.052902,0.578232,0.044586,0.048019,0.098679,4.201218,2.447083,3.095871,0.187317,0.100983,0.005768,91.65671,0.000992,0.305496,770.2692,1,0,1,1,0,0,13.53253,0.887711,1,50,0,-24194.64,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.2952464,9.346529960632324
0.007568,0.019379,0.071487,0.113281,0.03244,0.004486,0.00354,0.000732,0.00177,0.000763,0.000534,0.000763,0.000336,0.000534,0.000732,0.000488,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000488,0.000336,0.000488,0.000336,0.000336,0.000488,0.019836,0.100693,0.00058,0.000336,0.100693,0.084702,0.000336,0.553879,0.005905,0.060104,0,434.6071,434.6071,0.553879,0.442734,0.060104,0.720245,0.046906,0.04953,0.10228,2.146713,1.710098,1.81456,0.181793,0.098007,0.005585,150.1136,0.001801,0.185593,434.6071,1,0,0,1,0,0,13.53253,0.887711,1,100,0,-24119.06,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.374795,9.42607855796814
0.000336,0.001221,0.012726,0.025192,0.015579,0.001419,0.000687,0.000244,0.001373,0.000244,0,0.000336,0.000488,0.000244,0.000244,0.000336,0.000244,0.000336,0.000244,0.000336,0.000336,0.000534,0.000336,0.000534,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.002747,0.004761,0.000427,0.000412,0.004761,0.00946,0.000412,0.027802,0.004623,0.078476,0,28.69696,28.69696,0.027802,0.05249,0.078476,0.55307,0.044159,0.046814,0.09642,0.107803,0.202072,0.148911,0.171234,0.0923,0.005249,9.352936,0.028503,0.014359,28.69696,0,0,0,1,0,0,0,0.887711,0,0,0,-24043.04,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.4511633,9.50244688987732
0.000244,0,0.001419,0.006058,0.002441,0.00087,0.000763,0.000244,0.000488,0.000488,0.000336,0.000488,0.000244,0.000244,0.000336,0.000336,0.000244,0.000244,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.00148,0.002151,0.00032,0.000305,0.002151,0.002808,0.000305,0.012939,0.003571,0.060059,0,13,13,0.012939,0.016052,0.060059,0.419128,0.042389,0.044968,0.09259,0.050751,0.062424,0.054703,0.166183,0.089569,0.005081,5.444443,0.059158,0.005066,13,0,0,0,1,0,0,0,0.887711,0,0,0,-23952.76,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.5334466,9.58473014831543
0,0.000534,0.003113,0.005371,0.001968,0.000534,0.000336,0,0.000244,0.000244,0.000244,0.000336,0.000244,0.000336,0.000244,0.000244,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000488,0.000885,0.000305,0.000305,0.000885,0.001724,0.000305,0.005646,0.003616,0.063889,0.004807,7.038452,7.038452,0.005646,0.010468,0.063889,1.202118,0.038971,0.041428,0.085236,0.022705,0.041611,0.031677,0.156525,0.084366,0.004776,2.461533,0.109283,0.002701,7.038452,0,0,0,0,0,0,0,0.887711,0,0,0,-23871.98,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.6178029,9.669086456298828
0,0.000244,0.000534,0.001083,0.000687,0.000336,0,0.000244,0.000336,0.000244,0.000244,0.000336,0.000244,0.000244,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000488,0.000458,0.000259,0.000275,0.000305,0.000259,0.000473,0.000305,0.001755,0.003448,0.068024,0,2.307678,2.307678,0.001755,0.003036,0.068024,0.5849,0.035797,0.038071,0.078354,0.007233,0.012421,0.010513,0.147415,0.079453,0.004486,0.958328,0.333328,0.000824,2.307678,0,0,0,0,0,0,0,0.887711,0,0,0,-23791.2,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.70285,9.754133701324463
0.000534,0.001007,0.00293,0.001556,0.001083,0.000244,0.001373,0.003204,0.003937,0.004486,0.004456,0.004623,0.004166,0.003662,0.00325,0.002243,0.001083,0.001633,0.001633,0.001419,0.001419,0.000687,0.000763,0.001221,0.000687,0.000763,0.000534,0.000336,0.000534,0.000488,0.000534,0.000534,0.009216,0.000381,0.000275,0.000305,0.000381,0.000519,0.000305,0.002655,0.003555,0.070175,0.001923,2.730759,2.730759,0.002655,0.003433,0.070175,1.259247,0.034317,0.036499,0.075119,0.011108,0.014206,0.013199,0.143066,0.077103,0.004349,1.291657,0.281677,0.000992,2.730759,0,0,0,0,0,0,0,0.887711,0,0,0,-23714.97,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.7785697,9.829853296279907
0.014893,0.064941,0.514084,0.49881,0.089859,0.092484,0.099014,0.08754,0.015594,0.017532,0.017899,0.014465,0.010941,0.005264,0.002716,0.005737,0.001541,0.002396,0.001312,0.001221,0.00087,0.001083,0.00087,0.000534,0.000534,0.000763,0.000336,0.000534,0.000488,0.000534,0.000534,0.000336,0.183655,0.197968,0.030594,0.000748,0.197968,0.226532,0.000748,1,0.312592,0.099792,0.45787,518.6727,518.6727,1,1,0.099792,2.856094,0.040527,0.046097,0.092453,4.884781,4.914261,4.707199,0.197968,0.09787,0.007492,6.454498,0.001709,0.435196,518.6727,1,0,1,1,1,0,52.84242,0.887711,1,0,0,-23638.94,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.8543954,9.905678987503052
0.019287,0.037659,0.392914,0.154541,0.043381,0.006546,0.005554,0.00293,0.001541,0.000244,0.00087,0.000244,0.000336,0.000244,0,0.000336,0.000336,0.000244,0.000244,0.000336,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000488,0.000336,0.039169,0.192581,0.001465,0.00029,0.192581,0.113754,0.00029,1,0.015411,0.039902,0,804.6,804.6,1,0.51741,0.039902,0.501938,0.046844,0.048904,0.101364,4.111069,2.32605,3.027084,0.192581,0.094986,0.007263,123.7941,0.000931,0.306839,804.6,1,0,1,1,0,0,52.84242,0.887711,1,50,0,-23558.17,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301331.9293942,9.980677843093872
0.001221,0.001419,0.016342,0.029175,0.013931,0.001007,0.000244,0.001221,0.000336,0.000488,0.000244,0.000336,0.000336,0.000336,0.000336,0.000244,0.000336,0.000336,0.000336,0.000534,0.000244,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.000336,0.005005,0.016083,0.000275,0.000336,0.016083,0.018478,0.000336,0.088654,0.003067,0.04921,0,81.32143,81.32143,0.088654,0.089233,0.04921,0.323792,0.045715,0.047928,0.098846,0.351791,0.385544,0.350571,0.181396,0.089462,0.006821,44.16666,0.009659,0.034653,81.32143,0,0,0,1,0,0,0,0.887711,0,0,0,-23472.59,0,50,0.059998,240,180,0.00119,0.064972,0.219971,1,12,0.619995,0.064972,0.719971,1.049988,1.199982,1.079987,1.099976,1774301332.0130925,10.06437611579895
