time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.351426,0.006092,0.011114,0.002228,0.000000,0.003703,0.001647,0.001647,0.002379,0.021085,0.014366,0.022355,0.003559,0.000549,0.014742,0.012320,0.002550,0.014441,0.004796,0.003326,0.002742,0.009548,0.000728,0.002931,0.000567,0.000605,0.000634,0.000745,0.000455,0.000511,0.001612,0.005005,0.001221,0.003251,0.003247,0.004427,0.009308,0,0,0,0,0,0
0.023220,0.459833,0.043905,0.131418,0.049927,0.037813,0.012996,0.004117,0.004117,0.010583,0.187714,0.183011,0.266167,0.013179,0.000656,0.194075,0.175542,0.324804,0.474137,0.212619,0.036951,0.086330,0.191509,0.022021,0.089849,0.011207,0.012245,0.013662,0.020035,0.015460,0.014103,0.040745,0.117650,0.056895,0.126150,0.133119,0.206220,0.305063,0,0,0,0,0,0
0.046440,0.533940,0.029486,0.225237,0.069317,0.000000,0.003233,0.000503,0.000503,0.002721,0.140468,0.383600,0.351450,0.012632,0.003568,0.374938,0.421653,0.948946,0.489826,0.291920,0.078495,0.143440,0.192189,0.035680,0.125545,0.013210,0.014866,0.020081,0.035056,0.034606,0.037792,0.083282,0.255955,0.204700,0.357705,0.521998,0.787057,0.788089,0,0,0,0,0,0
0.069660,0.604801,0.018567,0.172081,0.050463,0.000000,0.000422,0.000268,0.000268,0.000254,0.091625,0.317408,0.279593,0.027120,0.004628,0.231653,0.141452,0.330619,0.090041,0.066477,0.189686,0.059418,0.041918,0.016799,0.134324,0.005994,0.006244,0.008591,0.017334,0.024325,0.039246,0.074184,0.269598,0.276229,0.418654,0.670943,1.000000,1.000000,0,0,0,0,0,0
0.092880,0.584805,0.013551,0.099934,0.107821,0.000000,0.000900,0.000003,0.000003,0.000115,0.066735,0.193432,0.152802,0.036073,0.005078,0.112285,0.054724,0.165439,0.499691,0.018414,0.426548,0.015747,0.133745,0.019129,0.394745,0.037802,0.009966,0.005680,0.013874,0.020977,0.024418,0.045466,0.222461,0.208195,0.376830,0.457009,0.614606,0.886321,0,0,0,0,0,0
0.116100,0.611658,0.006543,0.046627,0.233167,0.000000,0.000499,0.000049,0.000049,0.000128,0.031991,0.086354,0.063621,0.020063,0.033567,0.029529,0.003974,0.034444,0.647931,0.011043,1.000000,0.087180,0.316929,0.058651,0.492013,0.271085,0.017181,0.009682,0.042421,0.036527,0.011359,0.023633,0.082833,0.061922,0.142453,0.170959,0.225255,0.336693,0,0,0,0,0,0
0.139320,0.649647,0.001682,0.038626,0.305052,0.000000,0.000799,0.000190,0.000190,0.000716,0.006517,0.034092,0.020345,0.004229,0.082528,0.051937,0.001287,0.004789,0.425388,0.034387,1.000000,0.255505,0.376578,0.147588,0.400675,0.696001,0.022055,0.025790,0.086015,0.040309,0.004947,0.010490,0.009877,0.006277,0.023786,0.011887,0.025086,0.017823,0,0,0,0,0,0
0.162540,0.694885,0.007672,0.042407,0.333013,0.005989,0.003267,0.001555,0.001555,0.003828,0.028154,0.060543,0.062272,0.005264,0.043620,0.040335,0.006313,0.022157,0.447386,0.116270,0.848243,0.312039,0.337654,0.200028,0.362898,0.962222,0.050342,0.045634,0.189817,0.021250,0.007167,0.016668,0.015063,0.008911,0.024610,0.007595,0.020919,0.005148,0,0,0,0,0,0
0.185760,0.718312,0.012436,0.094888,0.330188,0.004764,0.000983,0.000679,0.000679,0.001106,0.058731,0.127475,0.162231,0.006845,0.049644,0.128246,0.008993,0.063039,0.359628,0.511677,0.749279,0.322416,0.297382,0.182931,0.343047,1.000000,0.102121,0.048343,0.241505,0.014853,0.016726,0.027296,0.032359,0.020946,0.041960,0.015795,0.032342,0.009069,0,0,0,0,0,0
0.208980,0.728838,0.004910,0.087616,0.323883,0.000000,0.000389,0.000506,0.000506,0.000332,0.022817,0.098659,0.106623,0.001623,0.045877,0.185296,0.014981,0.059339,0.303062,0.349389,0.611455,0.320193,0.397062,0.160287,0.365370,1.000000,0.162759,0.049793,0.160324,0.011590,0.009889,0.016789,0.016252,0.007779,0.025628,0.008808,0.038479,0.005354,0,0,0,0,0,0
