time_s,energyAverage,low_band,body_band,high_band,onset_strength,band_00,band_01,band_02,band_03,band_04,band_05,band_06,band_07,band_08,band_09,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,low_band_threshold,low_band_rising_edge,bass_vs_high_ratio,onset_plus_ratio,onset_plus_ratio_peak_picked,onset_plus_ratio_peak_picked_low_qualified
0.000000,0.040000,0.000001,0.000044,0.001328,0.000000,0.000000,0.000000,0.000000,0.000001,0.000003,0.000003,0.000004,0.000011,0.000051,0.000149,0.000129,0.000440,0.004927,0.007512,0.000989,0.001104,0.000059,0.000184,0.001110,0.003541,0.005941,0.000088,0.000041,0.000228,0.000233,0.000127,0.000248,0.000111,0.000155,0.000074,0.000143,0.000080,0,0,0,0,0,0
0.023220,0.051959,0.000000,0.000063,0.002922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000003,0.000019,0.000292,0.000142,0.000379,0.010371,0.034015,0.001481,0.004023,0.000114,0.000243,0.003014,0.006568,0.012942,0.000254,0.000116,0.000461,0.000429,0.000310,0.000411,0.000313,0.000477,0.000123,0.000206,0.000158,0,0,0,0,0,0
0.046440,0.061476,0.000000,0.000018,0.002371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,0.000080,0.000186,0.000414,0.012797,0.053020,0.001058,0.005210,0.000068,0.000278,0.003133,0.003960,0.009249,0.000251,0.000085,0.000419,0.000477,0.000402,0.000304,0.000458,0.000465,0.000139,0.000226,0.000149,0,0,0,0,0,0
0.069660,0.069930,0.000000,0.000005,0.001700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000021,0.000228,0.000579,0.012593,0.051361,0.000383,0.002664,0.000038,0.000261,0.002920,0.004615,0.005455,0.000135,0.000078,0.000449,0.000707,0.000259,0.000352,0.000326,0.000428,0.000119,0.000249,0.000121,0,0,0,0,0,0
0.092880,0.075160,0.000000,0.000001,0.001510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000005,0.000244,0.000678,0.011693,0.061557,0.000124,0.000588,0.000019,0.000238,0.002811,0.003774,0.006457,0.000142,0.000098,0.000849,0.000727,0.000391,0.000402,0.000527,0.000633,0.000102,0.000219,0.000111,0,0,0,0,0,0
0.116100,0.190667,0.000001,0.000023,0.001807,0.000001,0.000000,0.000000,0.000000,0.000001,0.000002,0.000003,0.000004,0.000012,0.000030,0.000068,0.000239,0.000809,0.009936,0.085200,0.000294,0.000402,0.000316,0.001538,0.003945,0.004527,0.005298,0.000275,0.000174,0.001297,0.001007,0.000967,0.000806,0.000852,0.000757,0.000325,0.000494,0.000286,0,0,0,0,0,0
0.139320,0.490628,0.001094,0.099274,0.240738,0.001093,0.000235,0.000431,0.000431,0.000644,0.003728,0.019769,0.061726,0.153631,0.129644,0.131601,0.278522,0.230457,0.059372,0.110416,0.280634,0.275882,0.317037,0.441840,0.411464,0.401315,0.154209,0.022213,0.042388,0.060394,0.065609,0.098221,0.092528,0.020009,0.033963,0.045865,0.072854,0.038120,0,0,0,0,0,0
0.162540,0.645652,0.138152,0.903936,0.626698,0.137058,0.004958,0.029111,0.029111,0.157306,0.470274,0.694823,0.850568,1.000000,1.000000,0.974288,0.860395,0.826751,0.132380,0.140354,1.000000,0.942361,0.904720,0.908250,0.894017,0.917329,0.398159,0.058911,0.108398,0.134831,0.122174,0.191428,0.197892,0.045488,0.083806,0.094892,0.161909,0.077813,0,0,0,0,0,0
0.185760,0.773974,0.453706,0.615606,0.113788,0.315554,0.006995,0.171444,0.171444,0.934977,0.983670,0.880553,0.743686,0.447735,0.378120,0.627935,0.416660,0.203576,0.035968,0.126336,0.261370,0.207399,0.164677,0.115291,0.134397,0.131401,0.074174,0.011071,0.017608,0.020491,0.013829,0.022352,0.027352,0.007805,0.014983,0.013127,0.025274,0.010399,1,1,1,1,1,1
0.208980,0.863250,0.389548,0.073215,0.002123,0.000000,0.195945,0.555612,0.555612,0.549233,0.091337,0.075102,0.081750,0.096414,0.034130,0.078679,0.040360,0.001291,0.004932,0.133471,0.000967,0.000741,0.000829,0.000896,0.004958,0.004734,0.006792,0.000285,0.000139,0.000885,0.000572,0.000881,0.000463,0.000627,0.000793,0.000391,0.000668,0.000370,0,0,0,0,0,0
